t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_8_Obs,Compound_10_Obs,Compound_11_Obs,Compound_13_Obs,Compound_14_Obs
0,222.036905045752,3.17146258604447,5.49627118615979,373.143257809482,15.3832129263205,1.04188900005295,1.01534949364865,2.45252129259055,3.40703067248455
45,102.753094570005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50,NaN,NaN,NaN,154.106320861236,10.8029525918795,NaN,NaN,NaN,66.8889712451937
55,NaN,NaN,NaN,NaN,NaN,NaN,26.0562709467282,3.36129799573105,NaN
60,NaN,NaN,15.2585405921566,NaN,NaN,NaN,NaN,NaN,NaN
65,NaN,4.4110733361206,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70,NaN,NaN,NaN,NaN,NaN,14.5942437022585,NaN,NaN,NaN
90,86.5160669829781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100,NaN,NaN,19.4929980442866,118.737539477824,12.4743501801419,NaN,27.0083538888222,3.94778280248666,66.5688131818487
150,92.1016109152805,4.53047405754934,NaN,145.983317524259,11.5183528564494,15.8164142362257,36.0860240563488,NaN,63.4207118102203
200,99.9279313786109,5.2909048376924,15.1282833474589,153.19157564609,12.1213284844848,16.3637944312878,NaN,4.98331973247273,68.1396884311223
250,87.2658272622147,NaN,17.0420044129391,173.875478796498,NaN,NaN,20.5989458223136,5.32842975459414,NaN
300,105.924494520355,4.18123528000193,NaN,195.892246764077,13.4317678867383,13.5841017820364,18.2285394521453,4.88431798038321,52.8696458411394
350,125.603541007745,5.31321614626865,15.348927104608,NaN,13.4400614754475,12.583904457091,13.3579520027672,NaN,52.6899731169689
400,NaN,NaN,16.6255557857159,215.518370713951,NaN,NaN,NaN,4.79157678790935,47.077526561358
450,123.981038275432,4.11975843446776,NaN,NaN,15.5994641939831,11.9202769613442,12.5580208351337,NaN,NaN
500,NaN,NaN,13.2051675149676,252.463879969364,17.0155041514758,NaN,NaN,5.45964054148772,40.7817497191711
550,149.44477570491,4.53863048672962,NaN,206.321313422411,NaN,9.72792700836323,8.33825566017409,NaN,NaN
600,NaN,NaN,17.7563868242081,NaN,18.8764835317284,NaN,NaN,6.08313837367644,31.4657536480886
650,146.562823636253,NaN,NaN,NaN,NaN,NaN,6.0839683672107,NaN,NaN
700,NaN,3.93779450725328,15.0209069543984,260.341541179602,NaN,7.36655278136842,NaN,5.3325797507492,NaN
750,149.844602924872,NaN,NaN,NaN,17.4230574722306,NaN,NaN,NaN,29.1762298877775
800,NaN,NaN,NaN,292.68592265756,NaN,NaN,4.95216499817182,NaN,NaN
850,NaN,3.68750645993871,14.0318657195339,NaN,NaN,6.18431687320655,NaN,5.25540547877346,25.3201963413762
900,174.972227842839,NaN,NaN,NaN,17.6813269261554,NaN,NaN,NaN,NaN
950,NaN,NaN,NaN,323.703636091804,NaN,NaN,4.8789876049829,NaN,NaN
1000,166.634838627785,3.01609726906018,12.7341430439169,332.445852259926,20.9537502402717,4.79062973474508,3.76093677472329,5.03906124262987,22.8380773032425
1500,NaN,2.04072448066621,11.8782250547809,NaN,NaN,1.87313562427306,NaN,4.31684727995231,NaN
