t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_8_Obs,Compound_10_Obs,Compound_11_Obs,Compound_13_Obs,Compound_14_Obs
0,217.979216366905,2.60754518456452,4.6458561341046,400.744627015031,13.9511617805571,1.10211974718024,0.87662771160141,2.12223446597097,3.05169438123715
10,218.219492865268,2.46907736341663,5.69097513031281,354.311889915777,16.8395742446504,1.16058509564426,0.876228958311776,2.35348893195808,2.8829259733136
20,211.406046474932,NaN,NaN,405.095682618433,NaN,NaN,NaN,NaN,2.85449482217209
25,NaN,3.12667491163949,4.48556253113351,NaN,18.2683424337814,1.14719950121382,0.979287705156988,1.76938045963041,NaN
30,222.240942986412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35,NaN,NaN,5.07014851020877,314.5960146656,NaN,0.7389784136775,1.03076278160008,NaN,3.22134305368161
40,NaN,3.16059813775374,NaN,NaN,17.6681704731229,NaN,NaN,1.99229918688384,NaN
45,226.098932315527,NaN,NaN,374.669040565044,NaN,NaN,NaN,NaN,2.66486848509833
50,NaN,NaN,4.75507896623553,NaN,NaN,0.962444946543582,0.881034068466743,NaN,NaN
55,NaN,2.50794734049395,NaN,NaN,17.7199027542175,NaN,NaN,2.19629113493262,NaN
60,207.900445108729,NaN,NaN,394.292496432114,NaN,NaN,NaN,NaN,NaN
65,NaN,NaN,NaN,NaN,NaN,NaN,0.965998425663287,NaN,2.94909133305243
70,NaN,2.66876011137858,4.88524655420921,NaN,NaN,1.04215350210379,NaN,NaN,NaN
75,195.812602237786,NaN,NaN,NaN,16.7870099307029,NaN,NaN,1.87142814886492,NaN
80,NaN,NaN,NaN,358.117561290234,NaN,NaN,NaN,NaN,2.81179493263579
85,NaN,NaN,NaN,NaN,NaN,0.871371747926234,0.885797194037006,NaN,NaN
90,235.656793137474,2.74266124850067,3.98356579415105,NaN,NaN,NaN,NaN,NaN,NaN
95,NaN,NaN,NaN,NaN,12.8330059753365,NaN,NaN,1.81686911643388,NaN
