t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_8_Obs,Compound_10_Obs,Compound_11_Obs,Compound_13_Obs,Compound_14_Obs
0,56.22472624125,3.11809651171709,4.4468434399262,215.347220846523,211.41701460855,1.01133011111817,1.003112920483,2.22570828699826,3.30106774430908
9,NaN,NaN,NaN,NaN,241.037879273363,NaN,NaN,NaN,NaN
9.5,NaN,NaN,NaN,226.248270992934,NaN,NaN,NaN,NaN,NaN
10,67.7555915687525,2.95006303815681,4.22779557937948,NaN,NaN,0.951819612165187,1.03783360622179,1.84635420604248,2.36919210021958
20,NaN,NaN,4.57241569544728,230.431832969826,243.759598937942,NaN,NaN,NaN,NaN
25,67.0279570259687,3.01781591053585,NaN,NaN,NaN,1.11077983656664,1.03989300670835,2.0447629081912,3.38746050286203
30,NaN,NaN,5.13271724140642,243.338074375207,245.17772682387,NaN,NaN,NaN,NaN
35,68.7983536640349,NaN,NaN,NaN,NaN,0.891323469104757,NaN,2.00280698139676,2.90847654973919
40,NaN,2.61457391379158,NaN,199.40530373509,212.181648444913,NaN,0.902042015528638,NaN,NaN
45,NaN,NaN,4.19079609745146,NaN,NaN,NaN,NaN,NaN,NaN
50,NaN,NaN,NaN,NaN,NaN,0.965785538550071,NaN,1.9122393941623,3.98613356167609
55,81.6910119635774,2.85527652917005,NaN,233.185363367421,206.443290047716,NaN,0.945087744078527,NaN,NaN
60,NaN,NaN,5.67102220259833,NaN,NaN,NaN,NaN,NaN,NaN
65,NaN,NaN,NaN,NaN,NaN,0.983712470028648,NaN,1.91224727736624,NaN
70,76.711026937086,NaN,NaN,238.842678632054,221.942325337269,NaN,1.00625995582144,NaN,2.88906008460184
75,NaN,3.1695878619375,4.21831812840024,NaN,NaN,NaN,NaN,NaN,NaN
85,NaN,NaN,NaN,205.204264691292,NaN,0.960679590220342,NaN,1.85411156301176,2.61451196007422
90,NaN,NaN,4.52179548074797,NaN,NaN,NaN,1.02381811857651,NaN,NaN
95,NaN,2.89376887981177,NaN,NaN,NaN,NaN,NaN,NaN,NaN
