t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_8_Obs,Compound_10_Obs,Compound_11_Obs,Compound_13_Obs,Compound_14_Obs
0,66.0260432312702,2.63683855767557,5.29930858449121,339.170505578037,16.0514013672401,0.935388190106705,0.985825228963015,1.84567189219463,3.07602329465316
55,28.7870011422873,NaN,13.3653839338472,90.4431547815651,11.3775006977779,NaN,171.492030576126,3.54144598712682,28.4200802805657
60,NaN,NaN,NaN,NaN,NaN,10.0530689736814,NaN,NaN,NaN
70,NaN,3.95963659402653,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100,26.8715102251834,NaN,16.6041859022168,77.2593766538985,13.1125116721351,12.9441338293588,150.234091416883,4.48942736085744,27.0716368027764
150,28.9890016836356,4.91886701290948,13.0326279691446,110.9099315721,15.4128395548211,NaN,NaN,NaN,24.7348071671113
200,NaN,5.61248176340057,17.1096246195949,NaN,NaN,10.8495990294973,136.20185048812,6.06411513530199,NaN
250,32.5142424101511,NaN,NaN,159.972288910246,14.6481872849903,10.4799716468503,145.322955066541,5.79445943264225,27.2057948034042
300,27.1373980853397,4.49022707317998,14.263877758743,190.193405207684,19.4636273779473,11.1700682587736,118.966324182419,6.62604869350293,28.3702535784872
350,NaN,NaN,14.8161777862891,NaN,NaN,NaN,NaN,NaN,22.3908643475663
400,30.9994593867187,4.77270689495859,12.4761138335661,198.210662203195,19.4468706460414,9.77165940780433,109.767200189574,7.284421514216,NaN
450,35.6702450953561,NaN,NaN,191.358004436306,18.4080391099921,8.33395128991894,78.1996522990517,NaN,28.6876118991526
500,NaN,3.96886668362926,14.2200413271861,NaN,NaN,NaN,NaN,5.77306756255928,NaN
550,36.3580950027824,NaN,NaN,217.554528324679,15.0588116263839,6.88074074675413,63.7656417047743,NaN,22.9760415945703
600,NaN,3.93817472636568,13.9747081615567,NaN,NaN,NaN,NaN,5.64883053060897,NaN
650,46.4010149877332,NaN,NaN,NaN,18.3647573615219,6.36818397620217,44.6455711343092,NaN,23.6873670196839
700,NaN,4.14056726373597,14.3039036064743,233.523036785768,NaN,NaN,NaN,5.81628831778754,NaN
750,42.2855514049858,NaN,NaN,NaN,NaN,NaN,34.3033548571836,NaN,22.8602399649083
800,NaN,NaN,13.2529118082589,NaN,18.4979791463485,5.5168769621978,NaN,NaN,NaN
850,NaN,3.74518077453758,NaN,286.686336631145,NaN,NaN,NaN,5.46757768122047,NaN
900,42.4580579587696,NaN,11.4807301566859,NaN,NaN,5.46302646876934,22.7082752942218,NaN,15.5209559855866
950,NaN,NaN,NaN,NaN,18.8205628053411,NaN,NaN,NaN,NaN
1000,50.9241970701059,3.97559446873367,13.0066288864755,298.563246600129,20.1620650811154,3.67534282997563,15.7580926812481,7.03453787284085,16.9473600522848
1500,66.9129171165012,2.08548586229635,13.107342679715,NaN,NaN,1.99365901782083,5.09833300121831,4.99846779194105,10.1360326837642
