t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_8_Obs,Compound_10_Obs,Compound_11_Obs,Compound_13_Obs,Compound_14_Obs
0,71.2186032529925,2.47031461622394,5.80821626108805,242.145072756375,18.8062799351527,1.03312104495171,1.04641906931622,2.33675661613848,3.4005644923967
9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.70090088712726
10,69.9232065457409,2.8617634092389,5.58351505028136,233.438903391705,14.7069841438019,1.01840423326861,1.0069204150459,NaN,NaN
15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.14366063580908,NaN
20,NaN,3.5726051432387,NaN,208.288684832366,NaN,1.03192653289153,1.05747402465699,NaN,2.81909176628173
25,63.9944676756193,NaN,5.36511664987899,NaN,15.4156053874464,NaN,NaN,2.03175433981346,NaN
30,NaN,2.89295389844362,NaN,NaN,NaN,NaN,NaN,NaN,2.62537091476737
35,77.2813969852022,NaN,4.95032907783875,220.342643276252,NaN,1.00225399055573,0.991925883450346,NaN,NaN
40,NaN,NaN,NaN,NaN,16.9760373948661,NaN,NaN,2.49531422059655,3.36728693046924
45,NaN,2.92458643363324,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50,86.0076597543959,NaN,5.24073791772328,207.320965301855,NaN,1.18331614042978,1.08386328561068,NaN,NaN
55,NaN,3.4905033303932,NaN,NaN,14.3050620844284,NaN,NaN,1.78934188993087,2.97918484136152
65,NaN,NaN,NaN,214.301829325561,NaN,1.23331470620084,1.00390912604225,NaN,NaN
70,75.0554799819678,NaN,4.77317720010194,NaN,13.9639575610231,NaN,NaN,NaN,3.11834692631527
75,NaN,2.99338745003094,NaN,NaN,NaN,NaN,NaN,2.04953480622013,NaN
80,NaN,NaN,NaN,226.205658918904,NaN,1.06349096019069,0.982305302398368,NaN,NaN
90,77.7285409754208,2.53458264933029,4.57233716693479,NaN,16.945073497962,NaN,NaN,NaN,NaN
95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.95212052445616,NaN
