t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_8_Obs,Compound_10_Obs,Compound_11_Obs,Compound_13_Obs,Compound_14_Obs
0,69.9705958462953,2.95665914646189,4.8929930298547,253.108357399035,17.0298053424302,1.01695003693991,0.925762776050865,1.70461845269379,3.50787293187476
40,NaN,NaN,NaN,92.354669732227,NaN,NaN,NaN,NaN,NaN
50,NaN,NaN,NaN,NaN,10.077863777646,NaN,NaN,NaN,NaN
55,NaN,NaN,14.2518013766732,NaN,NaN,NaN,NaN,NaN,NaN
60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.68342553746457,NaN
65,40.414657856143,NaN,NaN,NaN,NaN,9.90904309903316,NaN,NaN,23.0566298760968
70,NaN,4.63960459411316,NaN,NaN,NaN,NaN,66.0013288855192,NaN,NaN
85,NaN,NaN,NaN,70.0653346822711,NaN,NaN,NaN,NaN,NaN
95,NaN,NaN,NaN,NaN,13.1521963549502,NaN,NaN,NaN,NaN
100,NaN,NaN,16.7474232594145,NaN,NaN,NaN,NaN,4.55873805501188,NaN
150,34.5375678127649,4.77693232030828,14.1672506745545,85.6255250766211,14.1077895401396,10.653950300263,74.5904284669633,NaN,21.067366126526
200,37.4893956587515,5.39168910277935,13.9876091011902,NaN,15.899801383995,8.90132570102999,64.6065678108237,6.30908740314114,18.2993075433145
250,38.8708694354775,NaN,NaN,81.5902698959511,14.7262094493562,9.16523504569238,NaN,6.76524991907074,20.5773490418543
300,NaN,4.43792068651887,13.2351786190822,113.693632306271,14.4143166780946,NaN,54.6187700817611,8.30566797530459,NaN
350,38.7643185697988,NaN,12.8472357268822,122.991019800981,NaN,7.41634683670131,45.8833322602135,NaN,18.1031479446965
400,38.9946345695741,4.6311542194399,15.2393392792278,111.344577663879,15.5091728369138,7.81791288195973,NaN,7.53245368838849,18.9482980003663
450,NaN,4.55666179092213,NaN,NaN,16.1394994749686,NaN,38.4566438077573,NaN,NaN
500,45.0927887519423,NaN,13.6096189101296,141.914148772791,NaN,7.1966148192795,NaN,6.32711291965771,20.7690061444843
550,NaN,NaN,NaN,NaN,18.3059005027691,NaN,26.4354567171973,NaN,NaN
600,53.6742203149202,4.29235638769508,12.4097654226503,147.813016148195,NaN,5.45811758049235,NaN,6.90647551327988,19.2500563226122
650,NaN,NaN,NaN,NaN,19.1086443676232,NaN,NaN,NaN,NaN
700,NaN,3.65913205739059,11.9679702753328,137.480870271828,NaN,NaN,17.5861629354873,5.49037581021828,NaN
750,51.0889363572068,NaN,NaN,NaN,21.4345116993558,4.98176707363215,NaN,NaN,15.3630977007677
800,NaN,NaN,11.2917707336227,165.923206370579,NaN,NaN,NaN,NaN,NaN
850,60.1240787091823,3.40741190053948,NaN,NaN,NaN,NaN,13.7239563336891,5.79243339826519,NaN
900,NaN,NaN,NaN,NaN,19.998164228106,4.29896586213003,NaN,NaN,11.5745906226534
950,NaN,NaN,12.4334870956687,174.610676534986,NaN,NaN,NaN,NaN,NaN
1000,58.6996613553499,3.31192934633918,11.9128322165361,NaN,18.154490702663,3.15604807926031,7.03743149960447,6.23674924670729,13.0801510483392
1500,86.1098102197387,2.30894879993986,9.10467920349582,NaN,NaN,2.07318728978844,3.3538368853301,4.40108551973187,7.88660218962662
