t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_8_Obs,Compound_10_Obs,Compound_11_Obs,Compound_13_Obs,Compound_14_Obs
0,71.8156252885806,2.72345183788019,5.62358729394749,337.128945332771,17.2928021485033,0.860232481101799,1.01872586245455,2.17469112394082,2.87136005840896
10,67.9523967365019,2.79905815221619,4.55375938523895,346.898722157593,18.4807069677414,NaN,1.06852788835497,2.51255243130191,2.90241880999914
15,NaN,NaN,NaN,NaN,NaN,1.02879095563901,NaN,NaN,NaN
20,NaN,NaN,NaN,291.925946525681,15.343156623549,NaN,NaN,1.97231958121182,NaN
25,65.5016913906181,3.06743298014735,4.71219028937545,NaN,NaN,1.00547913406797,1.04795372260388,NaN,3.11778104310999
35,NaN,2.62123708872268,NaN,368.493826814183,16.0282971686895,NaN,0.931272659409729,2.09837214535222,2.66540955527063
40,67.7510035698584,NaN,5.30461640998902,NaN,NaN,NaN,NaN,NaN,NaN
45,NaN,NaN,NaN,NaN,NaN,0.943175648029214,NaN,NaN,NaN
50,NaN,2.69573361628444,NaN,393.008055860886,16.0136174907849,NaN,1.07279976040264,1.71804264919652,2.69818813614436
55,68.1469798723604,NaN,5.24268034621341,NaN,NaN,NaN,NaN,NaN,NaN
60,NaN,NaN,NaN,NaN,NaN,1.16543678106037,NaN,NaN,NaN
65,NaN,3.54670974501154,NaN,355.126337073379,15.4358660389904,NaN,1.11784147440312,2.05722226103837,NaN
70,71.8523630072033,NaN,5.62567767095415,NaN,NaN,NaN,NaN,NaN,2.84048383784292
80,NaN,NaN,NaN,333.098101607799,NaN,0.957171984524963,NaN,NaN,NaN
85,NaN,3.16643144011352,NaN,NaN,14.8143392041747,NaN,1.11996231123246,1.70541128179093,NaN
90,71.2990924222379,NaN,5.38385140576182,NaN,NaN,NaN,NaN,NaN,3.48752846275109
100,NaN,NaN,NaN,NaN,NaN,1.11349438678282,NaN,NaN,NaN
