t,Compound_7_Obs,Compound_9_Obs,Compound_12_Obs,Compound_15_Obs
0,106.257799804846,106.088114327829,2.00178637175938,4.33603902433825
45,NaN,NaN,56.7456836201452,NaN
55,36.3258102334886,NaN,NaN,NaN
60,NaN,63.8404398370252,NaN,13.5241052830154
90,NaN,NaN,58.5776424511194,NaN
100,35.7283820725213,53.6777468487836,NaN,13.7766609029112
150,44.0711585234344,NaN,46.7804324096967,NaN
200,40.8150551196426,48.5641947303926,50.4093146981817,11.999723043596
250,NaN,57.4457988249355,38.2979391043397,11.4759568125048
300,45.250240874297,NaN,39.3550562571531,NaN
350,53.691584001541,57.9318511122109,NaN,14.8812577429327
400,NaN,60.6564830417232,31.2164038553797,12.6169246584953
450,53.3652824055667,NaN,28.6713919798943,NaN
500,NaN,68.306303643057,NaN,13.8405713202284
550,82.6658256979816,NaN,20.0268201226241,NaN
600,NaN,67.197706412725,NaN,10.1594160522832
650,59.9851440256599,NaN,20.6780570117965,NaN
700,NaN,67.5316823058722,NaN,9.31025335477712
750,86.1116332325261,NaN,NaN,NaN
800,NaN,NaN,14.3349473153896,NaN
850,NaN,82.3682870407938,NaN,8.8915932412369
900,86.5884274481619,NaN,NaN,NaN
950,NaN,NaN,10.6658313921091,NaN
1000,81.1400606608407,101.946954753155,10.0220102861774,7.91363279363217
1500,NaN,103.787303997957,NaN,6.16577434626107
