t,Compound_2_Obs,Compound_6_Obs,Compound_7_Obs,Compound_15_Obs
0,115.753580843285,0.937616687850458,97.8706451096775,3.74493898806445
10,NaN,NaN,NaN,3.89082535371071
15,104.934736738968,1.05129908156909,96.4303848865213,NaN
20,NaN,NaN,NaN,3.56153972958464
25,NaN,0.934185623437215,NaN,NaN
30,96.4102937659945,NaN,97.1731970717238,NaN
35,NaN,NaN,NaN,4.66600420285655
40,NaN,1.1853768202634,NaN,NaN
45,91.8845616943928,NaN,NaN,3.83295146004412
50,NaN,NaN,105.464193152361,NaN
60,NaN,0.894885810695613,NaN,3.88172428904791
65,102.653919919675,NaN,NaN,NaN
70,NaN,NaN,95.2234206808901,NaN
75,NaN,0.988471412499267,NaN,NaN
80,NaN,NaN,NaN,3.6693604063107
85,104.980172240309,NaN,NaN,NaN
95,NaN,0.921639649558341,NaN,NaN
100,89.288071974451,NaN,127.335523568398,NaN
