t,Compound_1_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_8_Obs,Compound_10_Obs,Compound_11_Obs,Compound_13_Obs,Compound_14_Obs
0,74.0889263597935,3.13129150893191,4.69394687218756,223.936308350236,202.262474609301,1.32873988048849,0.961248337996814,1.9091289903109,2.68357435880239
45,NaN,NaN,NaN,NaN,NaN,85.5182953831062,27.5340387999914,NaN,NaN
50,NaN,NaN,16.9596393754334,109.857862025169,NaN,NaN,NaN,NaN,NaN
55,NaN,20.6337023875477,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.55800438259929,7.73912073038058
65,145.179833358117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70,NaN,NaN,NaN,NaN,154.776513064307,NaN,NaN,NaN,NaN
90,NaN,NaN,NaN,NaN,NaN,NaN,35.5999338019264,NaN,NaN
95,NaN,NaN,NaN,78.3457126315196,NaN,92.4028994259545,NaN,NaN,NaN
100,NaN,23.6976878878936,18.0600643548784,NaN,NaN,NaN,NaN,10.3495273859588,11.1717363031884
150,124.722837198519,24.4769931276474,18.7766907844886,95.1143439602052,146.646532018024,71.8421674784192,26.2002776796009,NaN,NaN
200,121.439768720896,NaN,17.7416737331277,118.401176174505,138.250315192774,73.3199005151395,33.2108662080263,16.7376092679859,8.83690042570944
250,126.770655949383,19.1184866737957,NaN,122.551471750458,NaN,64.970108765518,24.8877815534822,16.5369119852698,8.68198918937645
300,NaN,17.0070827974831,14.426246885508,122.153429374814,176.360131045049,55.0121986443707,22.9089556427323,14.144738105172,NaN
350,118.0780294913,15.0607520923053,15.4046838221822,NaN,185.220421799438,NaN,21.5551844092126,NaN,9.18723431892455
400,NaN,NaN,15.1881558413884,149.036237080336,NaN,47.0110452279262,NaN,17.8226829804186,NaN
450,100.039368029408,12.6791501181048,NaN,152.691741513809,201.447002632198,48.3253282076722,19.1482072240555,NaN,8.32246742034011
500,84.1575048787384,NaN,14.4121225707038,NaN,NaN,NaN,NaN,17.4540276080164,9.3190632655397
550,NaN,11.355488162243,NaN,158.848493087173,NaN,37.4211175725383,15.2604866989488,NaN,NaN
600,NaN,NaN,16.3021310478945,NaN,187.976964962309,NaN,NaN,14.0090788048606,NaN
650,85.031142973205,9.77217732015598,NaN,158.205186804838,NaN,31.7339820722116,12.6680239021207,NaN,8.64315501267965
700,NaN,NaN,14.9528209234605,NaN,226.686339360104,NaN,NaN,13.6211419554236,NaN
750,85.6250672052197,NaN,NaN,195.163499645378,NaN,21.3393273379848,9.69323592434909,NaN,8.52901051897467
800,NaN,6.94080625193056,13.9119812521359,NaN,NaN,NaN,NaN,NaN,NaN
850,NaN,NaN,NaN,179.944739880397,NaN,21.2102136635636,NaN,13.4336801467785,NaN
900,76.5822956740162,NaN,NaN,NaN,249.388289755416,NaN,6.85644145049967,NaN,NaN
950,NaN,6.48066855391072,13.676600448614,NaN,NaN,NaN,NaN,NaN,7.009221267149
1000,86.5741875347251,5.35760085831697,13.8329340468418,202.834678792656,263.295832881615,12.5193325645628,6.86514595827819,17.0707728770642,6.77509952220744
1500,67.1899747293747,3.36933026785316,10.7645186343953,NaN,220.16982246417,NaN,NaN,10.0133977764708,7.71522673231215
