t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,0.0301506309804896,0.0130424580688384,0.127387089643623,0.242099892606226,0.691527763801697
3.5,NaN,NaN,NaN,0.294925232250608,NaN
4,0.0268499257578551,0.00789316590362492,0.110856509133959,NaN,0.608195743011093
7,NaN,NaN,NaN,0.280217979025975,NaN
8,NaN,0.00940473766861974,0.0782251949718177,NaN,0.733531353275859
8.5,0.0272624242021702,NaN,NaN,NaN,NaN
10,NaN,0.00963250335518787,NaN,0.253432572334646,0.707103068717856
15,0.0248598822288254,0.0107141873356543,0.0775813962067402,0.28291091577622,NaN
20,0.0187737679706989,0.00968433166272068,0.0392903686339725,0.225894273728976,0.726067374163625
25,0.0214587905004424,NaN,0.0451000024692342,0.292439451723244,0.613318369843217
30,0.0243696222177642,0.00770094372846658,0.0450936079358103,0.284009505034883,0.651510766442645
35,NaN,0.0107801663254604,NaN,0.259722168764566,NaN
40,0.0169552922459228,0.00717707660934449,0.034806354872254,NaN,0.726032927616138
45,NaN,NaN,NaN,0.313063118366105,NaN
50,0.0212832438659224,0.00949191528938451,0.0230331626490693,0.26980055103946,0.849462006712864
60,0.0182931348537617,0.0087950931739487,0.0224598337341612,0.308780987173047,0.57424762115775
