t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,89.3067838635684,95.1982274124132,65.9935435970943,69.3137933978409
5.5,NaN,NaN,NaN,127.072161778999
8.5,NaN,NaN,81.0103365575364,NaN
9.5,NaN,82.8840819185106,NaN,NaN
10,83.3537862412284,NaN,NaN,116.083803564967
15,NaN,NaN,84.6655478140541,125.502193813605
20,80.6974488083768,78.2515828669097,NaN,NaN
25,NaN,NaN,86.4404305135584,128.167326099976
30,81.6255013051453,75.4171731461472,NaN,125.642930501517
35,NaN,NaN,81.5941915031688,NaN
40,76.7840497825064,72.3886647592896,NaN,115.935603035454
45,NaN,NaN,93.2561980960165,104.110372847086
50,NaN,69.5496307662012,NaN,NaN
55,67.8550667087476,NaN,NaN,104.239016585412
60,NaN,NaN,89.6385084777622,NaN
65,65.7002124753222,69.2196589776669,NaN,114.374030684705
70,NaN,NaN,96.3119115234265,NaN
80,NaN,64.0657013054587,NaN,103.97085268783
85,61.9913208289819,NaN,78.4112170530806,NaN
95,NaN,NaN,NaN,112.150251234464
100,68.3047952835643,70.5277099954794,85.6236306383419,107.717979896865
150,54.7932718495324,63.9672908408554,80.5589682484351,105.036600287984
200,46.4372688742185,53.5642510497831,80.1522935323522,NaN
