t,Compound_1_Obs,Compound_5_Obs
0,0.0208446616493701,-0.0310692126986015
9.5,0.0667851661341928,NaN
10,NaN,0.0057458354823524
20,-0.0614473206393699,-0.0310244071544921
30,0.039934030970926,0.0563495211187266
40,0.0777809761728111,-0.00166308739744881
55,-0.043538820136456,0.0618096709649694
70,-0.0994148148456522,-0.0324784511449482
85,-0.0146430784908264,0.0625342919970494
100,-0.00724144435225217,-0.00409442930570032
150,-0.0568514926375298,0.0148366895639608
200,0.00737936735337984,-0.0128185104337696
