t,input_il6,pJAK1_gp130_Obs
0,2.5,0.000291861900340111
0,2.5,0.000581761552603808
0,2.5,0.000655421292100133
0,2.5,0.000698224528050927
0,2.5,0.00153933039468916
0,10,0.000250918116695675
0,10,0.00044455358638749
0,10,0.000710585035144424
0,10,0.00128565631855983
0,10,0.00217306718844059
0,60,0.000289800125150234
0,60,0.000365723036328235
0,60,0.000386536723739591
0,60,0.000635716686258509
0,60,0.00134744134246605
0,120,0.000370679699429125
0,120,0.000417787489609279
0,120,0.000419824412793102
0,120,0.000581130387706738
0,120,0.000753088437077032
