t,input_il6,Compound_2_Obs
620,0.1,0.519560149194118
620,0.1,0.896897196177722
620,0.5,0.380490160891812
620,0.5,0.319298024609333
620,1,0.262025390958165
620,1,0.232348505283042
620,2.5,0.13897407220499
620,2.5,0.193596945848358
620,5,1.58769318708599
620,5,1.2944951892799
620,10,0.258954001156874
620,10,0.33347636227156
620,25,0.183838400777713
620,25,0.152785678864553
620,50,0.2130178776146
620,50,0.149741854384915
620,100,1.63667481939027
620,100,1.81548207615654
620,500,0.0298205535298946
620,500,0.050082123690185
