t,input_il6,Compound_3_Obs
1600,0.1,0.0295269200586584
1600,0.1,0.0271360049891296
1600,0.5,0.0271092866192963
1600,0.5,0.0289465577614198
1600,1,0.0372299374317853
1600,1,0.0441207315467641
1600,2.5,0.0745072279229344
1600,2.5,0.109510629407305
1600,5,1.84046528916739
1600,5,4.44530089746043
1600,10,0.0642787861830539
1600,10,0.0546780435287083
1600,25,0.11135826595163
1600,25,0.131186457251867
1600,50,0.0892255609218346
1600,50,0.12697839506656
1600,100,0.0328313444762466
1600,100,0.0308709180190613
1600,500,0.509999639305784
1600,500,0.280940647789765
