t,input_il6,nSOCS3RNA5_Obs
1200,0.1,0.0203730502282944
1200,0.1,0.0140193627664861
1200,0.5,0.0277416155808793
1200,0.5,0.0136902883950895
1200,1,0.0276188108000452
1200,1,0.0277369222325391
1200,2.5,0.129205410492768
1200,2.5,0.074915111767236
1200,5,0.145957031984021
1200,5,0.17719571652164
1200,10,0.0568757344474195
1200,10,0.0460008359958005
1200,25,0.265244980279202
1200,25,0.216558660577886
1200,50,0.0598519095734699
1200,50,0.0406174481612856
1200,100,0.934735169111858
1200,100,0.704055238469123
1200,500,3.29635677464686
1200,500,3.24319298510699
