t,input_il6,nSOCS3RNA1_Obs,SOCS3RNA_Obs,Compound_1_Obs,Compound_2_Obs
0,2.5,0.0153856975018791,0.000895555111372591,22.3965142234112,0.411172918879756
0,2.5,0.0166943682339616,0.00166409388636523,15.9969646115725,0.374880086008039
0,2.5,0.0232610619056117,0.00112123226037525,30.4073760448296,0.361783807275938
0,2.5,0.0243874467793961,0.00151214816267246,21.348469561574,0.33684262606591
0,2.5,0.0276060611979717,0.00148914040244963,20.4296873051383,0.476410206468009
0,10,0.0125655775697723,0.000970827133521355,29.6485049397232,0.270823835528038
0,10,0.0159453898943204,0.000936411457362674,21.6390481527344,0.232452790603703
0,10,0.0256481610422889,0.000980092721046308,26.1777089285521,0.333632187440117
0,10,0.0272076731615171,0.00199940009016882,26.3530918140552,0.412630206717171
0,10,0.0301023193961435,0.000663836263644876,24.5627783347385,0.405431023241851
0,60,0.014655543111511,0.000794974869331221,23.6488483489303,0.399264597360093
0,60,0.0241947863990852,0.00123269293821241,21.2638073256863,0.423454524364271
0,60,0.0247549526880455,0.00109445397889176,12.5799885642704,0.388398128255363
0,60,0.0268752549099062,0.000824429372097808,21.5856279000126,0.539257372072219
0,60,0.0333686225432891,0.000998736813088636,28.9788957777704,0.350724652396921
0,120,0.0182212835783198,0.0025224927589139,22.1869897623388,0.682726980556119
0,120,0.0213285882504047,0.0012714098947824,20.3768189635205,0.763200965815899
0,120,0.0215249179699412,0.00124112101921942,17.5115934650715,0.479735884833184
0,120,0.0250061100358577,0.000773465449812307,26.4167910399719,0.200257078330143
0,120,0.031093203328002,0.000602090660743043,21.7826447850761,0.323746762508952
