t,input_il6,Compound_1_Obs
14,0.1,19.8803591572926
14,0.1,22.5457646921254
14,0.1,26.4895357457447
14,0.1,29.9554142304343
14,1,30.1648553199547
14,1,30.7000993919208
14,1,38.5726912196727
14,1,65.5012055660874
14,5,43.1765796890201
14,5,43.410523031317
14,5,44.9928742243573
14,5,51.232570946795
14,10,53.7116408521788
14,10,59.1561968013499
14,10,60.8876748556362
14,10,70.3259503096187
14,50,52.4788943309466
14,50,55.2447890449236
14,50,87.4542382066528
14,50,130.78649197976
14,100,75.5255132203085
14,100,92.1033110556073
14,100,99.6308811631341
14,100,129.284513940538
14,500,57.4037536625433
14,500,76.9928240158535
14,500,81.5286851712853
14,500,112.695130749441
