t,input_il6,nSOCS3RNA1_Obs,SOCS3RNA_Obs,Compound_1_Obs,Compound_2_Obs
7,5,1.47683171916665,0.00117062741130315,48.9341960178896,0.756673447495193
7,5,1.31243964925558,0.000750457013464857,48.6389123704418,0.704033090959052
7,5,1.21889928859468,0.00119063908559108,46.4069457625454,0.442773867062448
7,5,0.948572110646908,0.00161096976341246,70.420308273254,0.389411103876515
7,20,4.79769747732835,0.00133340515550449,47.6687564671252,1.71228828629528
7,20,3.95087259004022,0.00199558174969585,65.6700045741571,1.8559202213419
7,20,4.09103983947855,0.00149922205842625,99.0517351052703,1.42344468476437
7,20,8.56179008724004,0.00186463705723833,55.5458431248188,2.17652979967528
7,40,0.184219979147987,0.000917843118244385,36.7069980499397,0.493582111039967
7,40,0.228657328836527,0.00174396556922269,43.3505923844272,0.724282490326173
7,40,0.115535228684237,0.000944385468722708,34.8152444660768,0.572220171096506
7,40,0.16292050534948,0.0014855936130039,25.4136036716484,0.405325151606952
7,90,15.0457997318432,0.00218683691429281,71.2399060178013,6.69882020248576
7,90,10.3640870111481,0.00161941677614702,89.3363548919762,5.10785282669319
7,90,15.2325151768739,0.00154733578416255,130.676051514182,6.96909479306541
7,90,14.340382729795,0.00185245771326852,123.81003540558,3.27322239364928
