t,input_il6,Compound_2_Obs
48,0,0.472291330683038
48,0,0.581738756091208
48,0.0005,0.360201489611487
48,0.0005,0.373758119368215
48,0.0005,0.40613644942827
48,0.0005,0.410102354725132
48,0.0005,0.456085724742039
48,0.0005,0.485920848405785
48,0.0005,0.506847542842965
48,0.0005,0.536911478346879
48,0.005,0.267202625997228
48,0.005,0.304354493221496
48,0.005,0.305290529854311
48,0.005,0.385744773353105
48,0.005,0.421835054651775
48,0.005,0.451772117296437
48,0.005,0.468394771341708
48,0.005,0.535831997422438
48,0.05,0.300308430655922
48,0.05,0.305563929177339
48,0.05,0.340560255893614
48,0.05,0.349434196289091
48,0.05,0.482076374871966
48,0.05,0.533441968223746
48,0.1,0.309743713286117
48,0.1,0.352801814468108
48,0.1,0.406766220809563
48,0.1,0.465782311161014
48,0.1,0.529497797375296
48,0.1,0.538479256743797
48,0.1,0.552128886584902
48,0.1,0.626593328457345
48,0.5,0.207892368734604
48,0.5,0.259067987810583
48,0.5,0.277702596019495
48,0.5,0.281234181739569
48,0.5,0.302030829285191
48,0.5,0.324511558549834
48,0.5,0.399355549842127
48,0.5,0.486817525042204
48,1,0.213905795578496
48,1,0.247117180413311
48,2.5,0.0616365791689317
48,2.5,0.0652504759627434
48,2.5,0.0679203258395661
48,2.5,0.0789127340953399
48,2.5,0.0870024724698695
48,2.5,0.0980644188794118
48,2.5,0.109487821337562
48,2.5,0.12947643530243
48,5,0.0197870971981093
48,5,0.0212826047101599
48,5,0.026039839656919
48,5,0.0300259928745877
48,5,0.0317362680193207
48,5,0.0319178557445125
48,5,0.0346577631476487
48,5,0.0381875382146076
48,10,0.0164504578632378
48,10,0.035753351036605
48,25,0.0144562969550105
48,25,0.0320761651799699
48,50,0.0174135081769395
48,50,0.0244406350609646
48,100,0.0176089719536726
48,100,0.0200957490567122
48,100,0.0222503828336971
48,100,0.0225228066542231
48,100,0.0230953207954036
48,100,0.0387425066162817
48,100,0.0408114047531132
48,100,0.0455176665259013
48,200,0.0157297559548244
48,200,0.0161132824186948
48,200,0.0175872005262632
48,200,0.0189555508737376
48,200,0.0208375588564019
48,200,0.0218534859333684
48,200,0.0222507615719012
48,200,0.0246602435049161
48,500,0.0160418555395767
48,500,0.0176955823166509
48,500,0.0222732624544653
48,500,0.0325919482333401
