t,input_il6,Compound_3_Obs
120,0,0.000540410248269116
120,0,0.000672447780801668
120,0.5,0.0016784476451197
120,0.5,0.00192144424854681
120,1,0.00556874707023857
120,1,0.00664789345052592
120,2.5,0.013861302676749
120,2.5,0.0218718154145464
120,5,0.021189564502169
120,5,0.0280988115253888
120,10,0.0398572438271406
120,10,0.0501882128704045
120,25,0.0633665385799137
120,25,0.161529957210025
120,50,0.10824058555363
120,50,0.143464136836563
120,100,0.151048882188469
120,100,0.176222961389209
120,500,0.129071426363342
120,500,0.155268791836821
