t,epo_level,Compound_4_Obs
6,2.5e-09,0.166466357600508
6,2.5e-09,0.68055163991816
6,2.5e-09,3.27579082965998
6,7.905e-09,-1.35817596543925
6,7.905e-09,-0.654733435104898
6,7.905e-09,-0.218670272404192
6,1.25e-08,-0.462394178787591
6,1.75e-08,5.29916711858291
6,2.5e-08,2.98811276678079
6,2.5e-08,4.03477613807837
6,2.5e-08,7.71504985001391
6,3.95e-08,-1.50288604774785
6,3.95e-08,0.262323444034361
6,3.95e-08,7.00962126144576
6,7.9e-08,12.6753107176891
6,1.25e-07,14.8209668145305
6,1.25e-07,16.664523318707
6,1.25e-07,21.0777764349825
6,1.7675e-07,21.9852953415938
6,1.7675e-07,22.420495748255
6,1.7675e-07,23.9374951648119
6,2.5e-07,25.2557437490117
6,2.5e-07,26.7529621987913
6,2.5e-07,29.1329315475728
6,7.905e-07,38.8842366019144
6,2.5e-06,31.0982179805293
6,2.5e-06,35.7978121307398
6,2.5e-06,40.1172364136684
