t,Compound_4_Obs,Compound_6_Obs,Compound_7_Obs
0,7.88610148301558e-05,0.000636054779639856,0.0681214225721181
10,0.650240573785263,NaN,NaN
15,NaN,0.00177074704146538,NaN
20,0.219686162790504,NaN,0.0634663398798704
25,NaN,0.00151670056596566,NaN
35,0.162585249149956,NaN,NaN
40,NaN,NaN,0.0690822065792456
45,0.11938589674238,0.00187338683964006,NaN
60,0.111747763050023,0.00167724616376408,0.110052578099868
75,0.12000844067893,NaN,NaN
80,NaN,0.00150561604618193,0.0977836424011573
95,0.0909841746081152,NaN,NaN
100,0.116149801785878,0.00179341853837224,0.123248514184111
150,0.0812656216770458,0.00151680644299362,0.160759787493274
200,NaN,NaN,0.18878268654348
250,NaN,NaN,0.18990610446886
300,NaN,NaN,0.203074304264191
350,NaN,NaN,0.192952608996739
