t,epo_level,Compound_4_Obs,Compound_6_Obs,Compound_7_Obs
7,0,-0.107716260340938,0.000560834792907944,0.0729720001488796
7,0,-0.0867444312468464,0.000603719280763618,0.0805310659873423
7,4.2857e-08,-0.0292104467742344,0.000614883069303066,0.0640212178484347
7,4.2857e-08,0.0130778009064978,0.000390283340514428,0.0409839789910436
7,1.4286e-07,-0.0980749755699815,0.000476135110468834,0.0859307761915633
7,1.4286e-07,0.0254873538690553,0.000537006720076676,0.0574696118169782
7,4.2857e-07,-0.0160254915363909,0.000447404101745628,0.0708800335125117
7,4.2857e-07,0.0134818281755276,0.000900185324520545,0.0845086811645402
7,1.4286e-06,-0.0274899414860866,0.000607796273557001,0.0662792517559521
7,1.4286e-06,0.0849389160883592,0.000589372305490161,0.062997006549698
7,4.2857e-06,0.232125468257216,0.000975462080994638,0.0745415216831554
7,4.2857e-06,0.309761511435452,0.000649668127589984,0.0806003976049437
7,1.4286e-05,0.757983214139211,0.00127363175042787,0.0698320292714728
7,1.4286e-05,0.799328825624712,0.00114150022300009,0.0687380604532193
7,4.2857e-05,0.757795710224001,0.00103083279448672,0.0949317440236154
7,4.2857e-05,0.782302815959186,0.0011136250847214,0.0676557584238103
