t,Compound_3_Obs,Compound_4_Obs,Compound_6_Obs,Compound_7_Obs
0,0.0587154070427833,-0.216116629799499,0.00588459774047396,0.22129616781229
4.5,NaN,11.4378759551769,NaN,NaN
8.5,0.037968676182752,NaN,NaN,NaN
9.5,NaN,23.0911026582975,NaN,0.77872924435094
10,NaN,NaN,0.0110351425949559,NaN
15,0.0813524122904872,20.4407619288992,NaN,NaN
20,NaN,16.3861273306943,NaN,0.720277174075347
25,0.128247799932132,14.7649461914199,0.103259515943638,NaN
30,NaN,11.3858299249492,NaN,0.816769458218279
35,0.212418446275811,NaN,0.141929004340854,NaN
40,NaN,7.7078517015605,NaN,0.536703769101301
45,0.281238388581755,NaN,NaN,NaN
50,NaN,5.1727310008315,0.211189094156599,NaN
55,NaN,3.92469077018544,NaN,2.04969941874197
60,0.316824209306123,NaN,0.242992404476962,NaN
65,NaN,NaN,NaN,5.37363677583908
70,NaN,2.61800714382348,NaN,NaN
75,0.270805492838023,NaN,NaN,NaN
80,NaN,3.48865332390003,0.257634626528016,9.98850213426331
90,0.207280738946801,NaN,NaN,NaN
100,0.164256171084084,1.16064893768192,0.23401675270815,15.4309967932835
150,0.0969655888400504,NaN,0.145516833883419,21.0653161927643
200,NaN,NaN,0.117831529592902,16.9979917750964
