t,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs,Compound_7_Obs
0,-0.0286492904094022,0.228701323718511,0.000442952404648827,-0.0072330248745419
8,NaN,NaN,NaN,0.0959541231407645
10,1.01124950181007,NaN,NaN,NaN
15,NaN,0.121067595385209,0.00152367681098358,-0.0412660775222726
20,1.71188226332902,NaN,NaN,NaN
25,NaN,NaN,NaN,0.0365195072063721
30,1.24554408420994,0.886063737149166,0.0129034871705507,NaN
35,NaN,NaN,NaN,0.304125760562809
45,0.806766364048165,1.27312146491691,0.00927214646065131,0.1105794377159
60,0.418387654189829,NaN,0.0215497376715194,0.316769876371019
65,NaN,0.995642020288026,NaN,NaN
75,0.46052304427746,NaN,NaN,0.554315524580614
80,NaN,1.23939445268295,0.0259018861460263,NaN
90,0.126315593596301,NaN,NaN,0.933367796006645
100,0.512507519756119,1.06636685148185,0.0276670043528558,1.26226980614719
150,0.485082895929801,0.364658184440848,0.0168818792858209,NaN
200,0.370322354250247,0.466616208256691,0.0119888717554985,NaN
250,NaN,0.523101387162119,0.01131602879451,NaN
300,NaN,0.370947416363254,0.0080798843524694,NaN
