t,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs,Compound_7_Obs
0,0.0348727733462232,-0.629995667091789,0.893959020960343,0.0172848871689846,-0.543875427950831
15,NaN,20.3489510830799,NaN,NaN,NaN
30,NaN,10.3044708301445,10.629816947705,0.164888566427619,NaN
35,0.208218953307058,NaN,NaN,NaN,-1.22036433929587
45,NaN,4.8228003536997,NaN,NaN,NaN
60,NaN,3.69030554820581,12.6574551812441,0.245543545173227,NaN
70,NaN,NaN,NaN,NaN,6.13315143256968
75,0.251275314277045,NaN,NaN,NaN,NaN
80,NaN,1.87894723453472,NaN,NaN,NaN
90,NaN,NaN,NaN,0.237635712619072,NaN
95,NaN,NaN,7.37181260764528,NaN,NaN
100,0.154338685254712,4.15220971401087,NaN,0.264303531736137,16.4578650080492
150,0.0578492435872126,2.30191078239847,5.39744355869275,0.0861220090567927,20.5704622173543
200,0.121156930560396,4.24849385999939,5.42089492907591,0.135469335055655,16.2283550864259
250,NaN,2.96097131733427,NaN,0.0373884746049077,12.0907307944289
300,0.174327068630481,4.51384322452672,4.17215376856827,NaN,12.7400565265894
350,NaN,NaN,4.81496512684312,0.0979834244101508,14.2910819070524
400,NaN,NaN,NaN,0.0874360446386055,NaN
450,NaN,NaN,2.4685430561675,NaN,9.95450094171245
500,NaN,NaN,NaN,NaN,9.16811503921901
600,NaN,NaN,NaN,NaN,13.9334334683561
750,NaN,NaN,NaN,NaN,15.8011387287808
850,NaN,NaN,NaN,NaN,12.1308535961203
