t,epo_level,Compound_6_Obs,Compound_7_Obs
5,2.5e-09,-0.00182109800991236,0.0901747524119448
5,2.5e-09,-0.000733404011081807,0.0818656039105586
5,2.5e-09,0.00190067045655452,0.144557916425698
5,2.5e-08,-0.0023042726511811,0.0662207236714518
5,2.5e-08,0.000589783661491732,0.098396664876358
5,2.5e-08,0.00251552602650305,0.0935132853730959
5,2.5e-07,0.00247528198646183,0.116003605127005
5,2.5e-07,0.00305889168759072,0.0744223434455029
5,2.5e-07,0.00339364596789886,0.096685210657637
5,2.5e-06,0.0102697949477819,0.110325159380428
5,2.5e-06,0.0124745470509867,0.118846022116697
5,2.5e-06,0.0142459691152945,0.118940084384999
5,2.5e-05,0.0153240532415497,0.0500019028117813
5,2.5e-05,0.0154361682929426,0.118676430230826
5,2.5e-05,0.0159143768769948,0.13081453258155
