t,epo_level,Compound_6_Obs,Compound_7_Obs
17,2.5e-09,-0.000698172822362515,0.174840160128234
17,2.5e-09,0.0006213899151033,0.0765216894020329
17,2.5e-09,0.00948267941433316,0.0511345006298344
17,2.5e-08,0.00229244903311071,0.122991302966884
17,2.5e-08,0.00778060507441916,0.116788773006538
17,2.5e-08,0.0080523612686117,0.0998894677144802
17,1.25e-07,0.0409734031343687,0.241891057368021
17,1.25e-07,0.0637181891258483,0.282199340473767
17,1.25e-07,0.0816397713638549,0.246428737854087
17,2.5e-07,0.0704382193003516,0.184017955548174
17,2.5e-07,0.08355204183506,0.244279407112141
17,2.5e-07,0.0952486914427773,0.299427635963628
17,1.25e-06,0.105039676856284,0.256635684951082
17,1.25e-06,0.111718276310966,0.322063404835415
17,1.25e-06,0.114559167328568,0.370279219642176
17,2.5e-06,0.0844464195868626,0.311442946220222
17,2.5e-06,0.102338879469468,0.292269365511857
17,2.5e-06,0.103897322662215,0.277317328090303
