t,epo_level,PTP_Obs,SOCS3nRNA2_Obs
57,2.5e-09,35.4121742951029,0.0170013769963961
57,2.5e-09,35.593776194628,0.0147735011446504
57,2.5e-09,35.6492397233186,0.0101805795315652
57,2.5e-08,36.9859918432217,0.0573140073181299
57,2.5e-08,40.3237210054933,0.053544084772582
57,2.5e-08,41.099897628182,0.049928501968609
57,1.25e-07,35.7209642965128,0.0743842582886192
57,1.25e-07,35.7705344198165,0.0789417104056853
57,1.25e-07,36.5744905366844,0.0901976083110559
57,2.5e-07,30.1343424724322,0.0819804507695115
57,2.5e-07,33.7569220525501,0.0844633179114716
57,2.5e-07,40.0367052962578,0.0828504050707523
57,1.25e-06,33.3931066318193,0.09503606328526
57,1.25e-06,34.1970345923798,0.094252926184185
57,1.25e-06,38.902754509621,0.0891152237936873
57,2.5e-06,34.1360296477061,0.0980829855123863
57,2.5e-06,36.9478804214641,0.0892535802321539
57,2.5e-06,37.2081713610606,0.103853439455255
