t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,-5.92207417005915,-16.2288678208459,-1.55299468636318,129.050087063937,157.814194424281
15,22.7228472144,NaN,189.420891285492,-4.67766393298463,-9.99057126038451
20,NaN,97.9878519378894,NaN,NaN,NaN
30,24.3404441707089,NaN,185.067820641241,-17.8319033516923,14.3473319140789
45,18.8510478698857,248.105756405238,151.874157469205,0.622698553835612,82.0607850651606
60,10.2710861594092,NaN,NaN,NaN,66.0463876289794
65,NaN,NaN,173.251550987872,38.8428306878734,NaN
70,NaN,168.537646357792,NaN,NaN,NaN
80,17.5031048382729,NaN,171.086466750339,NaN,51.8151100049535
85,NaN,NaN,NaN,22.7667217330759,NaN
95,NaN,179.847331764628,NaN,NaN,92.2554216708578
100,13.1402769834088,177.602838772727,167.639739976385,36.5335320552906,119.462660768177
150,6.32351918470056,79.0281469012262,79.7281601460592,43.9705013809015,125.25591939967
200,3.00602533267212,162.023467807669,111.396718369558,25.9700390695702,145.999826040597
250,5.33607000825176,214.862227488277,32.4876591273487,77.5669018852101,212.961823599001
300,NaN,104.346458444862,133.689895717454,95.861808231398,224.686270269681
350,NaN,116.478120548313,31.6017245597252,89.6375331146974,265.788989993394
400,NaN,NaN,NaN,105.285444786474,NaN
450,NaN,59.9248090719966,NaN,NaN,NaN
500,NaN,172.889469493652,NaN,NaN,NaN
600,NaN,116.252339769747,NaN,NaN,NaN
