t,Reelin_input,ApoER2_Dab1_Obs,ApoER2_Dab1SFK_Obs,ApoER2_re_Dab1SFK_Obs,ApoER2_Dab1_released_Obs,pApoER2_re_Dab1_Obs
12,0,0.887078861585002,8.28201884824319e-05,1.51647892260046e-06,0.093668216592884,9.20784186699239e-07
12,0.00012207,1.09190082872347,8.62281827655992e-05,1.05289248976332e-06,0.176071651181952,1.6685458602448e-06
12,0.00024414,1.20166434981254,6.16974519843491e-05,8.15456950658757e-07,0.128714543376567,3.3392305897842e-06
12,0.00048828,0.870609799253854,0.000126171183934375,7.48160400562641e-06,0.0638429773342613,1.76128231680433e-05
12,0.00097656,0.942279689466384,0.000141754690900718,4.40225858329365e-05,0.173621615548069,6.97783056402875e-05
12,0.0019531,0.74443593148744,0.000150089672663682,7.2851063400538e-05,0.198915125876396,0.000253095714231941
12,0.0039062,0.662788610038751,5.09056087927243e-05,0.000214714667240205,0.351191488324384,0.000257319979684095
12,0.0078125,0.588831363481606,2.28791539105845e-05,0.000221264932546765,0.760821677082371,0.000312350703349919
12,0.015625,0.559186712871801,2.92807334027435e-05,0.000437214815122384,0.384940768859905,0.00106973461237478
12,0.03125,0.302401771890485,2.27912121173367e-05,0.000405765306324977,0.576852004195958,0.000806122994105293
12,0.125,0.0358440483093605,3.88174328037743e-06,0.000823565789022366,1.18542471618,0.00360373135766807
12,0.25,0.0839137575578083,3.4813012919008e-06,0.000461578739424435,0.824853009323744,0.00292381607971098
12,0.5,0.0254269872669931,1.09868744304004e-06,0.000794565313584889,0.791701962902097,0.00295086801850378
12,1,0.0133805222442273,8.06068232410394e-07,0.000660698804859386,0.93611045587289,0.00515385154426456
