t,epo_level,STAT5_Obs,pSTAT5_Obs,SOCS3nRNA3_Obs
33,2.5e-09,113.982598885735,0.265438620138317,-2.80714086942979e-05
33,2.5e-09,121.129416469107,3.27946430834077,2.24505016693881e-05
33,2.5e-09,123.38525771333,0.010246713949515,5.65780141809663e-06
33,2.5e-08,111.928873099874,5.25636760815411,6.17049855608149e-05
33,2.5e-08,113.615457564448,4.91928429047823,7.77927516332985e-05
33,2.5e-08,118.175425741916,5.36537501438938,6.98133462074475e-05
33,1.25e-07,101.16878994237,11.5303122860427,0.00023072347536216
33,1.25e-07,118.062677343509,14.3661738743026,0.000218808765419522
33,1.25e-07,118.343655798538,9.79742488280877,0.000209357097818841
33,2.5e-07,100.359618504541,20.716839488228,0.000313317633304212
33,2.5e-07,103.295212917433,18.9656121119997,0.000345254968034203
33,2.5e-07,104.860532111887,18.8699620622548,0.000292037209976639
33,1.25e-06,66.851459729042,36.7515282847392,0.000629158726966793
33,1.25e-06,77.7400858789698,37.5764864697071,0.00060778436256359
33,1.25e-06,78.9948520835688,36.6581019302486,0.000612610105241533
33,2.5e-06,67.3119491446858,40.6932144648701,0.000753036866386457
33,2.5e-06,69.4496475938999,43.2127159341656,0.000767247899043352
33,2.5e-06,76.4732145007871,40.8027072018542,0.000749299018260466
