t,epo_level,CIS_Obs,SOCS3nRNA1_Obs,SOCS3_Obs
65,2.5e-09,0.164695947631373,5.66641091979415e-06,0.171471354518285
65,2.5e-09,0.216280059123864,2.0583667473139e-05,0.023178498705909
65,2.5e-09,0.244751561722932,4.84516520588861e-05,0.0548852435374247
65,2.5e-08,0.350823843086424,6.33574597637936e-05,0.500962440386998
65,2.5e-08,0.396140446387312,8.00180773194862e-05,0.507073052019846
65,2.5e-08,0.404813651986378,6.93819308835063e-05,0.29430813078165
65,1.25e-07,1.01850234443195,0.000172803363906796,0.970526419361603
65,1.25e-07,1.10709787109721,0.00016648669455219,0.775109008111354
65,1.25e-07,1.20725816014201,0.000160696283662484,0.842805396263445
65,2.5e-07,1.55656190071191,0.0002262442892531,1.48741382434935
65,2.5e-07,1.65865344821973,0.000217585485984162,1.40998992355488
65,2.5e-07,1.74452768623158,0.000216297908770909,1.40391113387408
65,2.5e-06,4.2313733302754,0.000481900745043749,3.26494015830159
65,2.5e-06,4.24730786757787,0.000477985598197887,3.34347401105159
65,2.5e-06,4.29254626235508,0.000504525687141994,3.44870790480795
