t,epo_level,STAT5_Obs,pSTAT5_Obs,SOCS3nRNA3_Obs
13,2.5e-09,37.9760059733446,75.2454077261892,0.00085224276441713
13,2.5e-09,43.7858702683795,74.3310416642434,0.000870775048258141
13,2.5e-09,32.8369634248347,76.2428754693942,0.000905739428443412
13,2.5e-08,49.0020884704211,56.6840637340543,0.000654593339304595
13,2.5e-08,49.9263819225908,56.065821355132,0.000676092442728271
13,2.5e-08,52.5504651504582,60.2567772430216,0.000704900839188158
13,2.5e-07,99.6561388002862,21.6721097889528,0.000237923359728424
13,2.5e-07,88.7530581842704,23.2427466444967,0.000260782711661633
13,2.5e-07,94.6749464131,21.8754316133204,0.000239587464104589
13,2.5e-06,118.433126393439,3.41081318226512,7.70735273227597e-05
13,2.5e-06,121.061746158827,6.04169785593574,7.87463431451888e-05
13,2.5e-06,121.564841227881,4.36213978722688,2.05006963768858e-05
13,2.5e-05,132.805361964659,4.75449744415678,-3.60065835196563e-06
13,2.5e-05,128.161682734464,-2.00173681882098,2.83154742452828e-05
13,2.5e-05,131.153853488058,0.353853033008876,-1.22805659649394e-05
