observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
CD274mRNA_Obs_1	CD274mRNA_Obs	offset1_CD274mRNA_Obs + CD274mRNA*scale1_CD274mRNA_Obs	log10	sd1_CD274mRNA_Obs	normal
CD274mRNA_Obs_2	CD274mRNA_Obs	offset2_CD274mRNA_Obs + CD274mRNA*scale2_CD274mRNA_Obs	log10	sd2_CD274mRNA_Obs	normal
Rec_Obs_1	Rec_Obs	offset1_Rec_Obs + Rec*scale1_Rec_Obs	log10	sd1_Rec_Obs	normal
Rec_Obs_2	Rec_Obs	offset2_Rec_Obs + Rec*scale2_Rec_Obs	log10	sd2_Rec_Obs	normal
Rec_Obs_3	Rec_Obs	offset3_Rec_Obs + Rec*scale3_Rec_Obs	log10	sd3_Rec_Obs	normal
Rec_i_Obs	Rec_i_Obs	Rec_i	log10	sd1_Rec_i_Obs	normal
SOCS3mRNA_Obs_1	SOCS3mRNA_Obs	offset1_SOCS3mRNA_Obs + SOCS3mRNA*scale1_SOCS3mRNA_Obs	log10	sd1_SOCS3mRNA_Obs	normal
SOCS3mRNA_Obs_2	SOCS3mRNA_Obs	offset2_SOCS3mRNA_Obs + SOCS3mRNA*scale2_SOCS3mRNA_Obs	log10	sd2_SOCS3mRNA_Obs	normal
STAT5_Obs_1	STAT5_Obs	STAT5	log10	sd1_STAT5_Obs	normal
STAT5_Obs_2	STAT5_Obs	STAT5	log10	sd2_STAT5_Obs	normal
