t,input_il6,Compound_1_Obs
1400,0.1,99.6174428553881
1400,0.1,67.3178607143434
1400,0.5,59.3980358711354
1400,0.5,88.7328084737527
1400,1,47.0307235322271
1400,1,61.9723293527069
1400,2.5,102.458162210731
1400,2.5,84.901837704408
1400,5,121.621716006231
1400,5,110.722668318102
1400,10,80.9788764647703
1400,10,73.2755486574476
1400,25,110.951407073737
1400,25,71.0511356480008
1400,50,101.619568155326
1400,50,64.9763654382697
1400,100,98.5144528000291
1400,100,118.550277290576
1400,500,93.831789162673
1400,500,113.883592229472
