t,Compound_1_Obs,Compound_4_Obs,Compound_5_Obs
0,112.583876261665,28.9377531142238,0.0650893299845833
15,NaN,31.1280261982731,0.0768926870837113
20,59.800273769289,NaN,NaN
30,NaN,28.7400144678866,0.0348365430075534
40,83.9533125203208,NaN,NaN
45,NaN,NaN,0.0494988980633752
50,NaN,24.8830553177024,NaN
60,NaN,NaN,0.0923831597889607
65,81.8857857728873,NaN,NaN
70,NaN,35.9100588371579,NaN
75,NaN,NaN,0.0476019891087617
85,98.5703386434326,NaN,NaN
90,NaN,29.2675990900404,NaN
95,NaN,NaN,0.0379955156754897
100,65.0923859244914,34.0526819061526,0.0964163211525766
150,91.6344761390197,39.1080629987921,0.0329187206390394
200,67.1343459276317,33.658155833068,0.0642532445431195
250,90.2383453195989,42.8665803562522,0.0641713928004233
300,72.9866605031921,29.8205332714928,NaN
350,100.127557243736,NaN,NaN
