t,input_il6,Compound_4_Obs
31,0.1,22.1183186951816
31,0.1,27.8192951605303
31,0.1,28.1031055592819
31,0.1,35.4747075783712
31,1,22.8532711870084
31,1,30.536604314907
31,1,32.0459619705916
31,1,32.9043333147657
31,5,18.6420638375345
31,5,20.2403314586807
31,5,24.2761880391858
31,5,38.4631607799127
31,10,24.5920798754819
31,10,27.9909183905425
31,10,29.985856375017
31,10,34.8622174906506
31,50,23.5839642972685
31,50,27.1504959923235
31,50,27.8588383319908
31,50,29.886871344939
31,100,21.7063429423848
31,100,22.658227287742
31,100,25.8194244538322
31,100,34.0620571115011
31,500,22.6948066275416
31,500,28.3676811834138
31,500,30.681932975841
31,500,42.0505779372556
