t,epo_level,SOCS3nRNA2_Obs
22,2.5e-09,-0.0245239530420347
22,2.5e-09,-0.00771740525555768
22,2.5e-09,0.0444969801811177
22,2.5e-08,0.00447836990043772
22,2.5e-08,0.031515269253143
22,2.5e-08,0.0411351835128606
22,1.25e-07,0.031021777360247
22,1.25e-07,0.0688164778030576
22,1.25e-07,0.0858428705966921
22,2.5e-07,0.0404175194784526
22,2.5e-07,0.0583260595862893
22,2.5e-07,0.0605988310256814
22,1.25e-06,0.0555112675186432
22,1.25e-06,0.0732345999532967
22,1.25e-06,0.0791083208001513
22,2.5e-06,-0.039998333852356
22,2.5e-06,0.0557088466190661
22,2.5e-06,0.058000058934607
