t,Reelin_input,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
9,0,1.15190529390691,0.859601937521842,0.753165161209706,0.0563890294877754,0.00181767448299366
9,0.00012207,0.944691075645914,0.906378917545956,0.999556984551183,0.0804015010350738,0.00127264099038142
9,0.00024414,0.981073302106297,1.05616155023234,0.90929660170857,0.072921812207675,0.00107539507369321
9,0.00048828,0.953391104524893,1.03536942687818,1.16189827065835,0.0831333661639521,0.00129778833761094
9,0.00097656,0.952812839516355,0.854627458514199,1.06466041886259,0.114921837037969,0.00189027089237933
9,0.0019531,0.864456883555801,1.00703636390137,0.984486204810415,0.118528314213974,0.0014787050189388
9,0.0039062,0.73582540514738,0.62287439448323,1.32617205591325,0.326471875074647,0.00141578597392643
9,0.0078125,0.62114009670656,0.661995204491972,1.02926920071221,0.402836999415827,0.00168159744754285
9,0.015625,0.423897599170668,0.428528878033389,0.869480112336534,0.444994157236471,0.00215663449376467
9,0.03125,0.254816692440346,0.216543436592283,0.837532295895836,0.581750206129855,0.00255309724907878
9,0.125,0.0822808288008229,0.0896257927494595,0.942560715311214,1.31486897102502,0.00226177679152256
9,0.25,0.0552164617357994,0.0637983383854532,0.832123325072469,0.945274805885782,0.00282333236186089
9,0.5,0.0317025330819514,0.0267854837374309,0.867106349805281,0.669192787363003,0.00243870183119702
9,1,0.0160929573591531,0.0181375792329805,0.864779675605362,0.922704636446294,0.00300206807077091
