t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,1.03025408662129,0.858762847869647,1.0024158917986,0.0979434696151978,0.00155646354180319
15,NaN,NaN,NaN,0.580982702455799,NaN
25,NaN,NaN,0.824469267792651,NaN,NaN
30,0.429371690109505,0.37836629052143,NaN,0.389672818568012,0.0015114976585231
50,NaN,NaN,NaN,0.285197554806664,NaN
55,0.465199335308171,0.444601580214925,0.559531321733336,NaN,NaN
60,NaN,NaN,NaN,NaN,0.00128550641677888
65,NaN,NaN,NaN,0.221507889543006,NaN
85,0.323817220709035,0.336159862366277,0.785957715977995,0.213011517509475,NaN
95,NaN,NaN,NaN,NaN,0.00220286511920001
100,0.474870593318889,0.330380531235159,0.57457873962286,0.202816296075866,NaN
150,0.45531308164573,0.372253832779791,0.511970394778778,0.115712239717817,0.00196639472355981
200,0.412895371366283,0.339331736077966,0.463820841080583,0.0791605801712773,0.00239851438656884
250,0.408294395870928,0.348421566238214,0.426141797718641,0.0593478942167732,0.00153243299476857
300,0.530004740384203,0.417917579457083,0.410176893720397,0.0552484918059015,NaN
350,0.449211238606713,0.52008994786529,0.490456903722628,NaN,0.00166409212889209
400,0.410655260715236,0.461354102543809,0.554966026042356,NaN,0.00135320573961404
500,0.427513498783563,0.654637109273197,0.868942328516858,NaN,0.00164710468818128
600,0.532172675299642,0.632558000561956,0.643405164478756,NaN,NaN
