t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,0.872781176229614,0.995200934399224,1.11487634786995,0.00159793969761875,1.8647718424757e-09
8.5,NaN,NaN,NaN,0.00139816846531165,NaN
20,NaN,NaN,NaN,0.00149356660910221,NaN
25,1.02268870970284,1.26711676608924,1.47401802877521,NaN,2.34616840831145e-09
30,NaN,NaN,NaN,0.00125200092123086,NaN
40,NaN,NaN,NaN,0.00116433157086453,NaN
50,1.22375724976936,1.48487837258027,NaN,0.00153061716614646,NaN
55,NaN,NaN,1.05223689446993,NaN,1.61447570483329e-09
80,1.22543782261544,1.3426683228878,NaN,NaN,NaN
85,NaN,NaN,1.11507541403373,NaN,1.47693798207124e-09
100,1.21118216493032,1.38179341116627,1.25028082607704,NaN,1.57472867111851e-09
150,1.06092189843715,1.31552092917295,1.65490087837167,NaN,1.28496652887738e-09
200,1.80235832160999,1.19716264133758,1.24498151204408,NaN,8.58716976847029e-10
250,1.72637425749998,1.80026905721633,1.230645263428,NaN,1.12843747289882e-09
300,1.81771847676796,1.42940138223359,1.52153330095596,NaN,1.41493137114919e-09
350,2.17715944350039,2.16718080528097,2.05004392234829,NaN,7.62953390217315e-10
450,2.24019651687359,1.84414375461172,1.48779807004597,NaN,1.03550261807749e-09
550,1.68417033225623,2.32273259992921,2.87137624328356,NaN,6.47697848751137e-10
