t,Compound_2_Obs,Compound_6_Obs,Compound_7_Obs,Compound_8_Obs
0,10.0674564127861,822.377372475138,0.0981110899090386,0.733863496898239
4,9.39406242486221,NaN,NaN,NaN
8,NaN,830.114940736162,NaN,NaN
8.5,9.45799954108343,NaN,NaN,NaN
9,NaN,NaN,8.65302004802255,NaN
9.5,NaN,NaN,NaN,17.9331677521935
15,9.87099307426425,834.79949238592,NaN,NaN
20,9.44821012926672,NaN,8.67432780876826,17.8987104808484
25,9.43324931874316,803.617070971861,7.74732360530248,NaN
30,9.62004093790461,NaN,NaN,17.6153981798251
35,9.80477018315121,796.931881508926,7.54415521463038,NaN
40,NaN,783.203345850777,NaN,16.7588442888967
45,10.0952430781598,NaN,6.52042823544836,NaN
50,NaN,NaN,NaN,16.5041744064402
55,10.1691946682502,788.305027079552,NaN,NaN
60,NaN,NaN,5.753052330208,NaN
65,9.89648148382227,821.992371511688,NaN,16.2067550172602
70,NaN,NaN,5.33137396373767,NaN
75,NaN,833.056878709203,NaN,NaN
80,NaN,NaN,NaN,15.844944719027
85,NaN,NaN,4.97332484911665,NaN
90,NaN,795.732880978549,NaN,NaN
100,NaN,793.469328487019,4.16947220079692,14.0103237017595
150,NaN,870.354075825246,3.01183692035168,13.0863215882932
200,NaN,774.363922686231,2.09484686690005,12.9619427834241
