t,epo_level,pSTAT5_Obs,npSTAT5_Obs,CISHnRNA3_Obs
13,2.5e-09,-9.32740137449943,-0.266920731384744,0.00105826890540975
13,2.5e-09,-0.705338566060274,0.919823934772428,-0.000608138302710148
13,2.5e-09,3.26111331891994,-2.07332967210362,0.00108663771482913
13,7.905e-09,9.49550908529121,2.47294536855191,0.00142416230226066
13,1.25e-08,29.1053775604332,3.15465962151083,0.00204411296600252
13,1.25e-08,32.6801030229904,5.47287385753047,0.000290700307846086
13,1.25e-08,33.1364124689921,2.2976194408668,0.000926083123325943
13,1.75e-08,47.6191820797289,4.25254324424806,8.97285427960339e-05
13,2.5e-08,61.6357525214078,8.26214460202624,0.000835503253388086
13,2.5e-08,67.2000191822274,6.571346666179,0.00179002130810628
13,2.5e-08,73.4726962930863,6.28336545108473,0.00256760288391513
13,3.95e-08,86.0690468537566,12.2804531758599,0.00313691325087611
13,7.9e-08,88.2136801614449,15.6909551364275,0.00642476060285194
13,1.25e-07,74.9634117259803,14.1699425147538,0.00689382574807337
13,1.25e-07,90.2504970977891,19.1392022152074,0.00766675602480469
13,1.25e-07,94.7042241767515,18.0942342481047,0.00813669644867581
13,1.7675e-07,73.5031539256844,15.5601222946702,0.00818671776714276
13,1.7675e-07,87.0683938679156,16.6017476872741,0.0071279845784409
13,1.7675e-07,101.209201255264,14.0961653351501,0.00890556564929875
13,2.5e-07,95.1867095752408,15.0966904705753,0.00942494129284278
13,7.905e-07,83.3585649467403,15.2441626909155,0.0117318985236812
13,2.5e-06,70.7058814388907,15.2975882777024,0.0115317356280346
13,2.5e-06,78.0439332394383,15.164257105876,0.01171586635025
13,2.5e-06,98.4843664578706,16.3686200885501,0.0119973682451154
