t,epo_level,PTP_Obs,CISHnRNA5_Obs,SOCS3nRNA3_Obs
59,2.5e-09,38.9028970944555,0.00849381381221078,0.0437990287845299
59,2.5e-09,44.9840952643948,0.00880626170111192,0.0559324719418036
59,2.5e-09,54.3304692510214,0.00594814571284801,0.046117621125154
59,2.5e-08,36.9548871975705,0.0193574221711878,0.125822559613856
59,2.5e-08,37.630055248952,0.0181677319812823,0.12027841883378
59,2.5e-08,51.5978659064651,0.0183534922135069,0.149841644485008
59,1.25e-07,40.5304660943547,0.0212455051797718,0.143913621796719
59,1.25e-07,44.0605364236463,0.0193449595758226,0.147290175973057
59,1.25e-07,50.6036819566808,0.0160429708895379,0.122276319163332
59,2.5e-07,34.0143892507718,0.0213904369073014,0.146205427057063
59,2.5e-07,45.096652937479,0.0176102031125119,0.17779099790871
59,2.5e-07,56.0210296090342,0.0214712341104383,0.149193450290865
59,1.25e-06,39.9389033275872,0.0238987183296916,0.144503886841658
59,1.25e-06,42.1331844601202,0.0218536138689555,0.140921677228679
59,1.25e-06,43.0311445892319,0.0146461373259595,0.138590069320423
59,2.5e-06,43.40830855378,0.0230758353249877,0.174755634322588
59,2.5e-06,49.7768957298074,0.0231065592741209,0.148003462381682
59,2.5e-06,58.3266747839682,0.0213600564234257,0.150250484173325
