t,epo_level,EpoRpJAK2_Obs,CISHnRNA2_Obs,CIS_Obs,SOCS3nRNA5_Obs
4,2.5e-09,0.0563276333920887,0.00186295610173622,0.0601414821214437,0.0215055211672834
4,2.5e-09,0.0636788020746408,0.00227779587895889,0.071189045666252,0.0229959446850185
4,2.5e-09,0.0658204856086308,0.0021905606960929,0.0779059473730215,0.0228272301129265
4,2.5e-08,0.0506359325090382,0.00182799116023194,0.0697987183948101,0.0186043186861701
4,2.5e-08,0.0479881304468529,0.00165254926167108,0.0680170252315514,0.0236198923768602
4,2.5e-08,0.057797991620558,0.00155284461765741,0.0570009977581565,0.0288482747570568
4,2.5e-07,0.0287462931970437,0.000420824478467821,0.0647711754291171,0.0201701664673668
4,2.5e-07,0.0319643661939112,0.000254687445622105,0.0560863098215319,0.0204868879100107
4,2.5e-07,0.0242234384419083,0.000533626509690867,0.0889632117199559,0.0230310697063776
4,2.5e-06,0.00593016321455462,0.000173887628594669,0.0805697041547968,0.0213527213465406
4,2.5e-06,0.00486085768286282,-6.06258545988914e-06,0.0665602274359355,0.0260532109527935
4,2.5e-06,0.00756493404334208,2.41756170021025e-05,0.0731457503332225,0.0220368061306877
4,2.5e-05,0.00476610479905862,-6.72962722031687e-06,0.0773934655276521,0.0202779922364905
4,2.5e-05,-0.00529274737987005,-0.000118762957308316,0.0683696075214842,0.0277187665245322
4,2.5e-05,0.000250441848573658,4.48096416508409e-05,0.0546338998777302,0.0278454377887235
