t,input_il6,STAT3_Obs
36,0.1,29.1985834079238
36,0.1,26.7067996334739
36,0.1,28.7039432980739
36,0.1,26.8878136891186
36,1,29.3572296577256
36,1,28.627213246822
36,1,28.442960259478
36,1,26.104781907926
36,5,26.3369898594847
36,5,27.8361671622013
36,5,25.2569103199693
36,5,25.8030962692132
36,10,19.747399001446
36,10,20.1101676866301
36,10,19.7013589361892
36,10,21.0940067499742
36,50,26.281135782492
36,50,26.579428219318
36,50,26.5511447228312
36,50,24.6239339572756
36,100,22.5304680187759
36,100,21.3797574305619
36,100,21.1945429421242
36,100,22.4684211755129
36,500,19.9744376618602
36,500,18.4482945857328
36,500,18.9499941963553
36,500,17.0800368788505
