t,input_il6,pJAK1_gp130_Obs,STAT3_Obs,nSTAT3_Obs,nSOCS3RNA2_Obs,nSOCS3RNA4_Obs
0,2.5,0.000349917110258651,27.9931504910768,25.12992448043,0.000143987444927119,0.000146020370513272
0,2.5,0.000370351992448836,28.0650769875388,26.8317294371297,0.000126603436871597,0.000138053019875209
0,2.5,0.000375691625091443,26.0862151964915,28.164578022312,0.000144480652364211,0.000122932450885523
0,2.5,0.000399844667609117,30.0120970630053,26.9055061368797,0.000132782248286324,0.000145478129334512
0,2.5,0.000400874045743262,29.0912091475715,28.9523821328233,0.000136736435203275,0.000130312340034059
0,10,0.000335383785965953,29.1542478752116,25.3467261919441,0.000141008269608875,0.000135906491929174
0,10,0.000360255914847152,32.6301021347458,26.5064460627608,0.000133860150467115,0.000127369314985537
0,10,0.00039861374070418,30.4187083486051,25.47126878502,0.000133076456452873,0.000133569556873612
0,10,0.000402437747856423,29.2669191129899,25.1240964776414,0.000132097798638976,0.000127082801327826
0,10,0.000406097699030302,28.4803318059852,26.5984404205968,0.000142680010155777,0.000135324170959355
0,60,0.00035884809608421,28.0053526625285,25.9125125815223,0.000125625218270897,0.000139226045709155
0,60,0.000376465249506391,27.7734923980985,26.1452846216323,0.000131490839988093,0.00014384658607984
0,60,0.000379110982146839,28.4953969591902,26.5635972465286,0.000135546438388885,0.000135255148016207
0,60,0.000380643788514359,27.8012754830191,25.9387386414604,0.000125446264133119,0.000124938471472585
0,60,0.000422344173355078,28.6271130455911,29.3377912426356,0.000141695124365508,0.000143631466481112
0,120,0.000373773715115223,29.2397839367936,27.7111007900873,0.000146714067276395,0.000134766615657038
0,120,0.000374206831219496,28.8138593469432,27.2184989090724,0.000125493004685709,0.000137756379897846
0,120,0.000375009921657491,27.470427589555,26.2746803135779,0.000129013384775592,0.000143203650574037
0,120,0.000384406345600189,30.8205829131525,25.9689644104696,0.00014583986761845,0.000137360394636881
0,120,0.000392603317169751,31.2113561184122,26.7419680195252,0.000140695269802701,0.000138212378016809
