observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
Bac_Obs_01	Bac_Obs	offset10_Bac_Obs + Bac*scale10_Bac_Obs	log10	sd10_Bac_Obs	normal
Bac_Obs_02	Bac_Obs	offset11_Bac_Obs + Bac*scale11_Bac_Obs	log10	sd11_Bac_Obs	normal
Bac_Obs_03	Bac_Obs	offset12_Bac_Obs + Bac*scale12_Bac_Obs	log10	sd12_Bac_Obs	normal
Bac_Obs_04	Bac_Obs	offset13_Bac_Obs + Bac*scale13_Bac_Obs	log10	sd13_Bac_Obs	normal
Bac_Obs_05	Bac_Obs	offset14_Bac_Obs + Bac*scale14_Bac_Obs	log10	sd14_Bac_Obs	normal
Bac_Obs_06	Bac_Obs	offset15_Bac_Obs + Bac*scale15_Bac_Obs	log10	sd15_Bac_Obs	normal
Bac_Obs_07	Bac_Obs	offset16_Bac_Obs + Bac*scale16_Bac_Obs	log10	sd16_Bac_Obs	normal
Bac_Obs_08	Bac_Obs	offset17_Bac_Obs + Bac*scale17_Bac_Obs	log10	sd17_Bac_Obs	normal
Bac_Obs_09	Bac_Obs	offset18_Bac_Obs + Bac*scale18_Bac_Obs	log10	sd18_Bac_Obs	normal
Bac_Obs_10	Bac_Obs	offset19_Bac_Obs + Bac*scale19_Bac_Obs	log10	sd19_Bac_Obs	normal
Bac_Obs_11	Bac_Obs	offset1_Bac_Obs + Bac*scale1_Bac_Obs	log10	sd1_Bac_Obs	normal
Bac_Obs_12	Bac_Obs	offset2_Bac_Obs + Bac*scale2_Bac_Obs	log10	sd2_Bac_Obs	normal
Bac_Obs_13	Bac_Obs	offset3_Bac_Obs + Bac*scale3_Bac_Obs	log10	sd3_Bac_Obs	normal
Bac_Obs_14	Bac_Obs	offset4_Bac_Obs + Bac*scale4_Bac_Obs	log10	sd4_Bac_Obs	normal
Bac_Obs_15	Bac_Obs	offset5_Bac_Obs + Bac*scale5_Bac_Obs	log10	sd5_Bac_Obs	normal
Bac_Obs_16	Bac_Obs	offset6_Bac_Obs + Bac*scale6_Bac_Obs	log10	sd6_Bac_Obs	normal
Bac_Obs_17	Bac_Obs	offset7_Bac_Obs + Bac*scale7_Bac_Obs	log10	sd7_Bac_Obs	normal
Bac_Obs_18	Bac_Obs	offset8_Bac_Obs + Bac*scale8_Bac_Obs	log10	sd8_Bac_Obs	normal
Bac_Obs_19	Bac_Obs	offset9_Bac_Obs + Bac*scale9_Bac_Obs	log10	sd9_Bac_Obs	normal
cGlu_Obs_01	cGlu_Obs	offset10_cGlu_Obs + cGlu*scale10_cGlu_Obs	log10	sd10_cGlu_Obs	normal
cGlu_Obs_02	cGlu_Obs	offset11_cGlu_Obs + cGlu*scale11_cGlu_Obs	log10	sd11_cGlu_Obs	normal
cGlu_Obs_03	cGlu_Obs	offset12_cGlu_Obs + cGlu*scale12_cGlu_Obs	log10	sd12_cGlu_Obs	normal
cGlu_Obs_04	cGlu_Obs	offset13_cGlu_Obs + cGlu*scale13_cGlu_Obs	log10	sd13_cGlu_Obs	normal
cGlu_Obs_05	cGlu_Obs	offset14_cGlu_Obs + cGlu*scale14_cGlu_Obs	log10	sd14_cGlu_Obs	normal
cGlu_Obs_06	cGlu_Obs	offset15_cGlu_Obs + cGlu*scale15_cGlu_Obs	log10	sd15_cGlu_Obs	normal
cGlu_Obs_07	cGlu_Obs	offset16_cGlu_Obs + cGlu*scale16_cGlu_Obs	log10	sd16_cGlu_Obs	normal
cGlu_Obs_08	cGlu_Obs	offset17_cGlu_Obs + cGlu*scale17_cGlu_Obs	log10	sd17_cGlu_Obs	normal
cGlu_Obs_09	cGlu_Obs	offset18_cGlu_Obs + cGlu*scale18_cGlu_Obs	log10	sd18_cGlu_Obs	normal
cGlu_Obs_10	cGlu_Obs	offset19_cGlu_Obs + cGlu*scale19_cGlu_Obs	log10	sd19_cGlu_Obs	normal
cGlu_Obs_11	cGlu_Obs	offset1_cGlu_Obs + cGlu*scale1_cGlu_Obs	log10	sd1_cGlu_Obs	normal
cGlu_Obs_12	cGlu_Obs	offset2_cGlu_Obs + cGlu*scale2_cGlu_Obs	log10	sd2_cGlu_Obs	normal
cGlu_Obs_13	cGlu_Obs	offset3_cGlu_Obs + cGlu*scale3_cGlu_Obs	log10	sd3_cGlu_Obs	normal
cGlu_Obs_14	cGlu_Obs	offset4_cGlu_Obs + cGlu*scale4_cGlu_Obs	log10	sd4_cGlu_Obs	normal
cGlu_Obs_15	cGlu_Obs	offset5_cGlu_Obs + cGlu*scale5_cGlu_Obs	log10	sd5_cGlu_Obs	normal
cGlu_Obs_16	cGlu_Obs	offset6_cGlu_Obs + cGlu*scale6_cGlu_Obs	log10	sd6_cGlu_Obs	normal
cGlu_Obs_17	cGlu_Obs	offset7_cGlu_Obs + cGlu*scale7_cGlu_Obs	log10	sd7_cGlu_Obs	normal
cGlu_Obs_18	cGlu_Obs	offset8_cGlu_Obs + cGlu*scale8_cGlu_Obs	log10	sd8_cGlu_Obs	normal
cGlu_Obs_19	cGlu_Obs	offset9_cGlu_Obs + cGlu*scale9_cGlu_Obs	log10	sd9_cGlu_Obs	normal
