observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	noiseDistribution
PKD_Obs_1	D1_Weber_RS48_TC001	D1_Weber_RS48_TC001	158447.901787431	0			normal
PKD_Obs_1	D1_Weber_RS48_TC001	D1_Weber_RS48_TC001	157158.03349216	1			normal
PKD_Obs_1	D1_Weber_RS48_TC001	D1_Weber_RS48_TC001	154878.128344079	2.5			normal
PKD_Obs_1	D1_Weber_RS48_TC001	D1_Weber_RS48_TC001	145209.809198705	3.5			normal
PKD_Obs_1	D1_Weber_RS48_TC001	D1_Weber_RS48_TC001	167681.564411395	5			normal
PKD_Obs_1	D1_Weber_RS48_TC001	D1_Weber_RS48_TC001	144179.482737232	6.5			normal
PKD_Obs_1	D1_Weber_RS48_TC001	D1_Weber_RS48_TC001	147909.887716212	8			normal
PKD_Obs_1	D1_Weber_RS48_TC001	D1_Weber_RS48_TC001	150901.95231785	10			normal
PKD_Obs_1	D1_Weber_RS48_TC001	D1_Weber_RS48_TC001	154846.497931455	15			normal
PKD_Obs_1	D1_Weber_RS48_TC001	D1_Weber_RS48_TC001	149750.403610404	20			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	141954.266918861	0			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	NaN	3			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	122765.858368972	3.5			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	NaN	6.5			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	118204.055046053	7			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	NaN	7.5			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	114766.895049561	10			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	106757.976428722	15			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	99369.0764081934	20			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	77776.4411585432	25			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	76340.7005690325	30			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	NaN	35			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	70078.0888639828	40			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	76347.2831747202	45			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	NaN	50			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	71240.0567608692	60			normal
PKD_Obs_2	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	NaN	70			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	37928231.0413179	0			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	NaN	3			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	50731518.9562583	3.5			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	NaN	6.5			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	NaN	7			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	56570883.9570472	7.5			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	56856622.5116094	10			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	64096148.784539	15			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	67200709.8836438	20			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	73344015.2747868	25			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	76422245.7320303	30			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	NaN	35			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	79184658.0662766	40			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	NaN	45			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	93968848.1814412	50			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	97848953.8618339	60			normal
CERT_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	101504205.860342	70			normal
CERTTGNa_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	376176936.056055	0			normal
CERTTGNa_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	450289754.081904	3			normal
CERTTGNa_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	NaN	3.5			normal
CERTTGNa_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	523028734.231942	6.5			normal
CERTTGNa_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	NaN	7			normal
CERTTGNa_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	NaN	7.5			normal
CERTTGNa_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	554516142.117103	10			normal
CERTTGNa_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	611157638.652439	15			normal
CERTTGNa_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	714966149.98547	20			normal
CERTTGNa_Obs_1	D1_Weber_RS48_TC001	D2_Weber_RS48_TC002	646836550.732885	25			normal
