t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs
0,26.1415357539372,100.955741176058,493.859643985227,181.505449759856,-0.695417149298102
8,NaN,NaN,NaN,510.57706554938,NaN
9,NaN,8.49893574620868,NaN,NaN,62.580528878644
9.5,45.7705285091372,NaN,NaN,NaN,NaN
10,NaN,NaN,70.4952498854126,NaN,NaN
15,NaN,NaN,NaN,530.129758257453,NaN
20,41.3278669537845,53.5869300213505,122.992412223023,NaN,77.8483442909513
25,NaN,NaN,NaN,555.708055501209,70.2926457993732
30,48.1436262716275,179.89218436241,NaN,NaN,NaN
35,NaN,NaN,161.005199427516,571.550951800693,100.325199662556
40,50.9118112630337,141.835674620487,NaN,NaN,NaN
45,NaN,NaN,NaN,663.009555019111,NaN
50,59.2974792965777,174.310817390361,143.153467510846,NaN,64.2687076932271
55,NaN,NaN,NaN,667.939490902176,NaN
60,NaN,NaN,NaN,NaN,91.2854733297592
65,57.1930749789964,272.323656856738,245.871380129142,NaN,NaN
70,NaN,NaN,NaN,818.827583754833,NaN
75,NaN,NaN,NaN,NaN,85.2498105886114
80,64.5587265333915,294.855602147953,NaN,NaN,NaN
85,NaN,NaN,345.387658008699,735.03753437929,NaN
90,NaN,NaN,NaN,NaN,92.9827688423442
95,NaN,382.660115132025,NaN,NaN,NaN
100,72.4169420951006,373.049544753625,421.201042041017,626.340195942991,98.8392237279045
150,88.1326678386471,681.05361867291,638.716384450718,1100.51582969444,136.686097981407
200,94.3177503416052,768.298393720723,872.134825661731,1220.82499065122,143.175830272504
