t,epo_level,pSTAT5_Obs,CISHRNA_Obs
49,2.5e-09,3.63066938860275,0.0462752593623111
49,2.5e-09,4.02073026200477,0.00104723908520181
49,2.5e-09,4.25612892052911,0.0154265395309806
49,2.5e-08,8.52618405420436,0.104732587916969
49,2.5e-08,9.80104540712684,0.121789466301014
49,2.5e-08,10.9652206497066,0.172801181431573
49,1.25e-07,8.74185350369537,0.222401065909187
49,1.25e-07,10.0809030920411,0.212092210184816
49,1.25e-07,10.3389040231863,0.216631182617951
49,2.5e-07,8.80958276593992,0.260870214802122
49,2.5e-07,10.1547725981402,0.268930718379167
49,2.5e-07,10.628903289635,0.233049874418521
49,2.5e-06,12.3583721243493,0.322873290570005
49,2.5e-06,14.6142344456355,0.286849981070536
49,2.5e-06,15.3467258848907,0.302248445525991
