observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
Compound_10_Obs_01	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd10_Compound_10_Obs	normal
Compound_10_Obs_02	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd11_Compound_10_Obs	normal
Compound_10_Obs_03	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd12_Compound_10_Obs	normal
Compound_10_Obs_04	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd13_Compound_10_Obs	normal
Compound_10_Obs_05	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd14_Compound_10_Obs	normal
Compound_10_Obs_06	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd15_Compound_10_Obs	normal
Compound_10_Obs_07	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd16_Compound_10_Obs	normal
Compound_10_Obs_08	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd17_Compound_10_Obs	normal
Compound_10_Obs_09	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd18_Compound_10_Obs	normal
Compound_10_Obs_10	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd19_Compound_10_Obs	normal
Compound_10_Obs_11	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd1_Compound_10_Obs	normal
Compound_10_Obs_12	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd20_Compound_10_Obs	normal
Compound_10_Obs_13	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd21_Compound_10_Obs	normal
Compound_10_Obs_14	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd22_Compound_10_Obs	normal
Compound_10_Obs_15	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd23_Compound_10_Obs	normal
Compound_10_Obs_16	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd24_Compound_10_Obs	normal
Compound_10_Obs_17	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd25_Compound_10_Obs	normal
Compound_10_Obs_18	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd26_Compound_10_Obs	normal
Compound_10_Obs_19	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd27_Compound_10_Obs	normal
Compound_10_Obs_20	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd28_Compound_10_Obs	normal
Compound_10_Obs_21	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd29_Compound_10_Obs	normal
Compound_10_Obs_22	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd2_Compound_10_Obs	normal
Compound_10_Obs_23	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd30_Compound_10_Obs	normal
Compound_10_Obs_24	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd31_Compound_10_Obs	normal
Compound_10_Obs_25	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd32_Compound_10_Obs	normal
Compound_10_Obs_26	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd33_Compound_10_Obs	normal
Compound_10_Obs_27	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd34_Compound_10_Obs	normal
Compound_10_Obs_28	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd35_Compound_10_Obs	normal
Compound_10_Obs_29	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd36_Compound_10_Obs	normal
Compound_10_Obs_30	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd37_Compound_10_Obs	normal
Compound_10_Obs_31	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd38_Compound_10_Obs	normal
Compound_10_Obs_32	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd39_Compound_10_Obs	normal
Compound_10_Obs_33	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd3_Compound_10_Obs	normal
Compound_10_Obs_34	Compound_10_Obs	SOCS3RNA + nSTAT3 + tpSTAT3	log10	sd40_Compound_10_Obs	normal
