t,Compound_1_Obs,Compound_2_Obs
0,1.88345279424602,2.13934932633834
30,1.01773881362714,2.02749957946879
60,1.14745641150005,1.38074626536589
90,NaN,2.18962162866521
95,0.892709217371897,NaN
100,NaN,2.30947926122217
150,0.930365600040616,0.418587434388311
200,0.994051042352603,1.80317988281724
250,0.741205136097596,2.87498733931218
300,0.119231993120967,4.19487290891003
400,0.588351065055147,2.26797978652873
450,NaN,2.9987219425207
500,0.276093121531331,NaN
600,0.854414857531446,3.59967416322751
