t,Reelin_input,Compound_1_Obs,Compound_2_Obs
9,0,0.92435907471086,1.73459113840884
9,0.00012207,1.1751660421463,1.50677397125506
9,0.00024414,0.860951164057328,0.303082842656322
9,0.00048828,1.09013670315738,0.794216270659615
9,0.00097656,0.825586424680582,1.59355312810823
9,0.0019531,0.730398911314349,1.06562376592024
9,0.0039062,0.493302444359081,1.36453108760296
9,0.0078125,0.269903360801206,1.41107159308688
9,0.015625,0.387769438777401,1.20940439098822
9,0.03125,0.111705190585861,1.3619867280182
9,0.125,0.0776443553830787,1.09818216180193
9,0.25,-0.0935954585146993,0.715626692166966
9,0.5,0.0201101955270304,1.3340844979591
9,1,-0.163999642769828,0.993063541734377
