t,epo_level,EpoRJAK2_Obs,STAT5_Obs,CISRNA_Obs
17,2.5e-09,3.85654622985166,113.075964290335,9.93719423708666e-06
17,2.5e-09,5.95001083404459,99.3976056253143,-2.52270289841123e-06
17,2.5e-09,6.81181324825186,125.248992877304,1.59065747098006e-05
17,2.5e-08,3.9822380964476,94.9474552170282,-3.31281029789757e-06
17,2.5e-08,6.57019443282262,90.650792658181,-2.4058191565821e-05
17,2.5e-08,6.95088358923173,90.4462250069503,-1.89177431355831e-05
17,1.25e-07,5.18921146435241,37.3408298971803,4.00813773986144e-05
17,1.25e-07,5.22644019213841,37.7879854405919,2.78771267752328e-05
17,1.25e-07,5.55068556479415,37.5113260574222,2.25570816956215e-05
17,2.5e-07,4.92506575815748,23.1325732671302,5.80729226545739e-05
17,2.5e-07,5.17038144356368,32.1934660466659,6.09214521685144e-05
17,2.5e-07,5.37292475096436,42.1853998114889,4.84077721386455e-05
17,1.25e-06,4.60334287800863,2.40103531927453,0.000108691373678004
17,1.25e-06,4.86208284039465,14.8886334514744,0.000126547111780214
17,1.25e-06,6.99720069586872,13.7122346206356,0.000129257518169052
17,2.5e-06,2.80056627518932,6.52222103853023,0.000147435160677966
17,2.5e-06,3.48882363082636,19.013542110313,0.000163613645206724
17,2.5e-06,4.0060411779577,14.9003915978283,0.000134147735758178
