t,epo_level,EpoRJAK2_Obs,STAT5_Obs,CISRNA_Obs
6,2.5e-09,4.47363847234272,122.643380708382,-1.37918988490933e-08
6,2.5e-09,5.72834068104774,123.875045060008,5.27213072738768e-09
6,2.5e-09,6.2713692758841,122.920023918948,3.55272774250171e-09
6,2.5e-08,3.68255106353052,115.168370321986,1.81172026300805e-08
6,2.5e-08,5.58511821298804,109.204021893687,3.74933168260651e-09
6,2.5e-08,6.16584515241483,122.199655903772,2.08832481206666e-09
6,2.5e-07,3.51972416198308,31.9356156487855,2.37604381265564e-08
6,2.5e-07,3.89773162746219,48.5990827486778,-3.19382787051592e-08
6,2.5e-07,4.64868900829423,59.0807978409681,2.69664995470327e-08
6,2.5e-06,0.878099863764491,-12.6902150218858,1.48051439437532e-07
6,2.5e-06,1.81003425543313,-3.34803107869085,1.40879608456478e-07
6,2.5e-06,1.98927131421455,12.185848177027,1.51314282385533e-07
6,2.5e-05,0.230889209007325,3.60495845720701,2.95944908052959e-07
6,2.5e-05,0.334512168618203,-7.41238696315845,3.04743912234078e-07
6,2.5e-05,0.828393987149372,0.777685100367224,3.3462223039369e-07
