t,epo_level,CISnRNA3_Obs,CISnRNA4_Obs,CISRNA_Obs
12,2.5e-09,0.789396910183569,0.780239256789323,1.51919923456216e-05
12,2.5e-09,0.8889110214481,0.824124346649449,2.53124994026786e-05
12,2.5e-09,1.06439683454722,0.692711726885819,2.13709192224075e-05
12,2.5e-08,24.2217383467903,8.8095387976584,0.000736149771977262
12,2.5e-08,32.2665654413544,8.99926683960287,0.000300580779594675
12,2.5e-08,50.5617087008195,7.48083066609243,0.00033617112046457
12,2.5e-07,161.577250790672,92.8924177013207,0.00501289416066884
12,2.5e-07,279.921813883291,106.353550214992,0.00710669009194686
12,2.5e-07,296.817309576679,61.7425206014313,0.00655295248625314
12,2.5e-06,217.176538650744,106.230034250812,0.0119512834339957
12,2.5e-06,221.458662945811,158.341548347373,0.0158970590041142
12,2.5e-06,362.895530047335,171.791426964196,0.0367091058087907
12,2.5e-05,365.083861910753,110.923266351603,0.0142332400379763
12,2.5e-05,391.780194650122,256.334156268949,0.010707629430079
12,2.5e-05,400.777303153409,172.73261115447,0.0251540373994772
