t,epo_level,p12EpoRpJAK2_Obs,SHP1_Obs,SHP1Act_Obs,pSTAT5_Obs,SOCS3nRNA1_Obs
15,2.5e-09,0.156300518432981,24.090101461274,0.166128380433624,52.3688973722148,0.00312644598448923
15,7.905e-09,0.230500649545775,25.7568967561359,0.105261710883091,79.7263050253949,0.00158343265315854
15,7.905e-09,0.176706985672253,14.4799604696363,0.0971352202951737,70.351355371179,0.00176541435812154
15,7.905e-09,0.115433793671216,22.3573673157068,0.0233164164892527,11.7311810693681,0.00023042405760912
15,1.25e-08,0.374008508140427,23.4635731803119,0.0275633277087471,12.7241588244341,0.000284046486620347
15,1.25e-08,0.148478155597948,26.9945499840464,0.0353744312159696,16.3327323333518,0.000362632308239257
15,1.25e-08,0.231235273779482,33.3956821928113,0.0410539397519798,21.2191024513476,0.000664366925343528
15,1.75e-08,0.104673607846055,17.3290547935964,0.0468282154257827,21.3257229469229,0.000301526837429131
15,1.75e-08,0.169159403351432,22.6256599031284,0.0417016765426135,11.7338533765623,0.000271904571338107
15,1.75e-08,0.22595262871272,19.9686457314426,0.229115475846365,47.8100477411763,0.00161838486737388
15,2.5e-08,0.201046606740615,15.5849142407493,0.224188265485886,50.6704743308679,0.00541516678735955
15,3.95e-08,0.145930843779075,15.5561810550675,0.212392726677663,44.8756692259729,0.00209275883792953
15,3.95e-08,0.188009978832156,28.4553957602858,0.575566181118147,96.448379912754,0.00226285360560917
15,3.95e-08,0.15607848894195,22.0209973128697,0.298557315752281,64.7001462700004,0.00223263331277013
15,7.9e-08,0.0889618281043928,13.4710485811961,0.221223452479328,57.7822031794239,0.0022902616952914
15,7.9e-08,0.178299164641369,18.2395926692294,0.0722760227073094,61.2602640362256,0.00307999210416412
15,7.9e-08,0.17350843477642,12.778664838353,0.271004570548476,100.292130844174,0.00234504209095067
15,1.25e-07,0.134133758358901,23.1505898461405,0.195899005397628,89.3903371057735,0.0034533016735346
15,1.25e-07,0.166869516631105,22.7366958717779,0.0963541004877629,25.0044510746437,0.00153292957091168
15,1.25e-07,0.0891152332025855,11.9966488098947,0.00658601866866544,2.89991039515809,4.54311302571035e-05
15,1.7675e-07,0.238297024969058,25.8177500110687,0.0611283200960446,20.5827671603544,0.000993825961794689
15,1.7675e-07,0.220246199616469,19.4923595425501,0.046338762565998,39.5958886456941,0.00100792818379735
15,1.7675e-07,0.224084316825786,33.610214833167,0.0853733823630791,19.9606128808783,0.00114440550318643
15,2.5e-07,0.123268059292364,13.9285302447527,0.74945957656508,92.4630666479868,0.00175773789188023
15,2.5e-07,0.124139208051468,23.3645146745618,0.298182472066349,61.9484831156516,0.00174773695955342
15,2.5e-07,0.128144969522639,23.3641117294354,0.281789813924386,53.9104630015844,0.00358831360513257
15,7.905e-07,0.0670296663609851,24.658735085192,0.0133242943341158,9.91637708299383,0.000224212883014364
15,7.905e-07,0.187396219113768,26.6582385933433,0.0332024376649432,12.8418737441736,0.000123906423452251
15,7.905e-07,0.127056737327991,24.7747441617166,0.0333277572386758,3.06088877003948,0.000226469017362189
15,2.5e-06,0.209349082852117,22.670557097521,0.126883214938831,63.9342652512021,0.00158314738776938
15,2.5e-06,0.141702684079922,18.5136063430927,0.147227229323386,27.7302887018202,0.00142005119112657
15,2.5e-06,0.296597334441489,14.449155707443,0.0805630779885484,47.0608591539195,0.002050973789518
