t,epo_level,EpoRpJAK2_Obs,npSTAT5_Obs
140,2.5e-09,0.00237886369364396,0.917484607388394
140,2.5e-09,0.00330590310169333,2.93606284704697
140,2.5e-09,0.00479697819267126,1.16384974854691
140,2.5e-08,0.011414518250737,3.72116398351111
140,2.5e-08,0.0156175597925336,4.51726478662428
140,2.5e-08,0.0163804789404558,2.67261093656982
140,1.25e-07,0.0256048461598693,6.72997268412017
140,1.25e-07,0.0519214374299356,4.7368297034902
140,1.25e-07,0.0787547473835534,2.61088323254804
140,2.5e-07,0.0543695936445019,3.75969299175293
140,2.5e-07,0.0662133507832793,6.16912785663942
140,2.5e-07,0.156167596739504,2.74580490197419
140,2.5e-06,0.289425126774994,10.771602364035
140,2.5e-06,0.295074782295717,14.2338286876665
140,2.5e-06,0.502244730658981,9.44535565074279
