t,Compound_1_Obs,Compound_2_Obs
0,1.02610536634121,0.00414924674611081
20,10.9619117255719,NaN
25,NaN,0.114189243014433
40,11.8071418116444,NaN
50,NaN,0.153231853458013
60,11.6882398461006,NaN
80,11.7720336656754,0.127907731022262
100,10.8288431436573,0.122177082247601
150,10.1355345246286,0.0978913114476718
200,9.75317586460817,0.104122422976443
250,9.23877864554309,0.0954303633553183
300,8.19522840820938,0.0882364989173195
350,8.66254170396284,0.103533079964171
400,9.28339074177969,NaN
450,NaN,0.0934534162249731
