t,Compound_1_Obs,Compound_2_Obs
0,0.0850045520780669,0.010216043816972
15,27.5319825887577,NaN
25,NaN,0.437595961329277
30,24.6187373815665,NaN
45,23.5423061219407,NaN
50,NaN,0.409104363617727
65,22.6053309400234,NaN
80,NaN,0.314985684929961
85,19.0762460138156,NaN
100,21.4075237603183,0.285018528891254
150,20.4615274613548,0.218122478325139
200,17.8190425889582,0.259920367000547
250,16.7175679175283,0.209971127061531
300,14.4046736152441,0.236326598529675
350,NaN,0.234062989433368
450,NaN,0.227242548302096
